label,count,mean,median,std,min,max
meme,4,0.18649371340870857,0.18780868500471115,0.021903226361045188,0.16287508606910706,0.20748239755630493
ort,16,0.2182996030896902,0.22167598456144333,0.05059374657299912,0.12164473533630371,0.31282883882522583
person,49,0.24114037426758786,0.22979523241519928,0.06388098389714643,0.1081516370177269,0.38944166898727417
text,3,0.2928289920091629,0.226600781083107,0.13672406903467016,0.2018308937549591,0.4500553011894226
