participantID,imageID,categoryCode,duration,words
04,007,10000,10.782788,0
04,009,10100,5.291644,0
04,010,10000,8.968657,0
04,011,01001,11.950865,7
04,012,01001,15.0,34
04,013,01001,6.190094,15
04,014,01000,6.389759,0
04,015,01001,7.487981,6
04,016,01001,5.640973,19
04,017,01001,11.930898,12
04,018,01000,6.872218,0
04,019,01000,5.690932,0
04,020,01000,6.505544,0
04,021,01000,6.489832,0
04,022,01000,5.957406,0
04,023,01000,9.269128,0
04,024,01000,5.607114,0
04,025,01000,9.468787,0
04,026,01000,15.0,0
04,027,01000,5.324333,0
04,028,01000,11.166067,0
04,029,01000,5.856776,0
04,030,01000,7.604905,0
04,031,01000,8.819897,0
04,032,01000,6.606251,0
04,033,00101,15.0,25
04,034,00100,6.789227,0
04,035,00100,5.358481,0
04,036,00100,8.569151,0
04,037,00100,9.867056,0
04,038,00100,5.790761,0
04,039,00100,9.235251,0
04,040,00100,5.856742,0
04,041,00100,10.116526,0
04,042,00100,5.274792,0
04,043,00100,6.355982,0
04,044,00100,5.22457,0
04,045,00100,5.457375,0
04,046,00100,7.094371,0
04,047,00100,6.206119,0
04,048,00100,6.622348,0
04,049,00100,9.185398,0
04,050,00100,10.733065,0
04,051,00100,6.040323,0
04,052,00100,5.474196,0
04,053,00100,5.856747,0
04,054,00100,7.088693,0
04,055,00100,6.489722,0
04,056,00100,7.054789,0
04,057,00100,5.358599,0
04,058,00100,10.250431,0
04,059,00100,5.54127,0
04,060,00100,9.881846,0
04,061,00100,5.62414,0
04,062,00100,7.47096,0
04,063,00100,5.207609,0
04,064,00100,5.790914,0
04,065,00100,5.507271,0
04,066,00100,6.439715,0
04,067,00100,8.669473,0
04,068,00100,7.43786,0
04,069,00100,8.786001,0
04,070,00100,7.338287,0
04,071,00100,7.737532,0
04,072,00100,8.968464,0
04,073,00100,6.472397,0
04,074,00101,15.0,3
04,075,00100,5.241545,0
04,076,00101,5.790691,2
04,077,00100,7.603938,0
04,078,00100,6.422552,0
04,079,00100,7.703729,0
04,080,00100,5.024721,0
04,081,00100,8.104035,0
04,082,00101,11.43176,2
04,083,00100,9.468004,0
04,084,00101,8.402679,0
04,085,00100,10.74959,0
04,086,00100,6.589543,0
04,087,00101,8.302806,6
04,088,00111,14.127474,26
04,089,00110,6.97215,0
04,090,00110,10.533111,0
04,091,00110,7.870443,0
04,092,00111,13.877777,5
04,093,00110,7.854488,0
04,094,00110,7.937288,0
04,095,00110,5.275454,0
04,096,00110,6.826836,0
04,097,00110,6.589453,0
04,098,00110,13.211829,0
04,099,00111,5.207567,2
04,100,00111,7.271197,11
04,101,00110,6.988859,0
04,102,00111,5.391392,4
04,103,00110,6.821981,0
04,104,00110,5.857594,0
04,105,10110,7.154643,0
04,106,10011,10.915373,12
04,107,10111,9.018522,6
04,108,10001,15.0,27
04,109,10011,8.803006,7
04,110,10001,7.720863,12
04,111,10001,5.890721,5
04,112,10001,11.148914,9
04,113,10101,8.520217,22
04,114,10001,5.558151,3
04,115,10001,8.453315,7
04,116,10111,13.611191,17
04,117,10111,8.703113,6
04,118,10001,11.448691,23
04,119,10001,9.468751,16
04,120,10001,13.079164,26
04,121,10101,6.406638,11
04,122,10111,12.779485,7
04,123,10111,5.291562,4
04,124,10111,11.598197,14
04,125,10001,5.857864,17
04,126,00011,12.862608,24
04,127,00011,7.620605,5
04,128,01001,12.14673,19
04,129,01001,7.438109,10
04,130,01001,12.57984,25
04,131,00111,7.305164,16
04,132,00101,12.829625,12
04,133,00101,9.185349,10
04,134,00111,15.0,24
04,135,10111,12.14683,3
04,136,00111,15.0,25
04,137,00111,10.965414,4
04,138,00111,13.428547,23
04,139,00111,15.0,14
04,140,00111,12.912407,22
04,141,10011,15.0,45
04,142,00001,8.3867,14
04,143,00001,14.194471,19
04,144,00001,14.97588,74
04,145,00011,15.0,39
04,146,10001,15.0,73
04,147,10001,8.620207,19
04,148,10001,14.160267,36
04,149,10001,9.484844,34
04,150,10011,11.981042,52
04,151,10011,15.0,50
04,152,10011,15.0,47
05,001,10100,11.664609,0
05,002,10100,9.118558,0
05,003,10000,9.534664,0
05,004,10100,12.979418,0
05,005,10100,10.350259,0
05,006,10000,10.200464,0
05,007,10000,6.572922,0
05,008,10100,9.168725,0
05,009,10100,11.614798,0
05,010,10000,15.0,0
05,011,01001,9.784415,7
05,012,01001,15.0,34
05,013,01001,10.250332,15
05,014,01000,15.0,0
05,015,01001,15.0,6
05,016,01001,9.351883,19
05,017,01001,9.251563,12
05,018,01000,14.044169,0
05,019,01000,15.0,0
05,020,01000,8.236793,0
05,021,01000,15.0,0
05,022,01000,15.0,0
05,023,01000,10.133808,0
05,024,01000,10.686286,0
05,025,01000,15.0,0
05,026,01000,15.0,0
05,027,01000,11.132182,0
05,028,01000,15.0,0
05,029,01000,10.625959,0
05,030,01000,11.148865,0
05,031,01000,11.238081,0
05,032,01000,10.915947,0
05,033,00101,12.796043,25
05,034,00100,15.0,0
05,035,00100,9.285148,0
05,036,00100,9.035562,0
05,037,00100,15.0,0
05,038,00100,15.0,0
05,039,00100,15.0,0
05,040,00100,9.950884,0
05,041,00100,12.696259,0
05,042,00100,9.568074,0
05,043,00100,11.16557,0
05,044,00100,12.263824,0
05,045,00100,15.0,0
05,046,00100,12.979021,0
05,047,00100,11.515069,0
05,048,00100,15.0,0
05,049,00100,8.286637,0
05,050,00100,15.0,0
05,051,00100,10.233449,0
05,052,00100,9.667704,0
05,053,00100,15.0,0
05,054,00100,10.200375,0
05,055,00100,15.0,0
05,056,00100,15.0,0
05,057,00100,15.0,0
05,058,00100,11.18226,0
05,059,00100,15.0,0
05,060,00100,11.831063,0
05,061,00100,10.217179,0
05,062,00100,9.135417,0
05,063,00100,15.0,0
05,064,00100,8.524557,0
05,065,00100,8.452881,0
05,066,00100,15.0,0
05,067,00100,8.170239,0
05,068,00100,15.0,0
05,069,00100,10.533209,0
05,070,00100,10.58313,0
05,071,00100,15.0,0
05,073,00100,15.0,0
05,074,00101,7.654539,3
05,075,00100,9.385073,0
05,076,00101,8.220392,2
05,077,00100,11.029403,0
05,078,00100,8.952199,0
05,079,00100,12.014379,0
05,080,00100,8.619374,0
05,081,00100,15.0,0
05,082,00101,10.366798,2
05,083,00100,9.96752,0
05,084,00101,8.885773,0
05,085,00100,8.819114,0
05,086,00100,9.401556,0
05,087,00101,9.817761,6
05,088,00111,12.130625,26
05,089,00110,7.421193,0
05,090,00110,9.334966,0
05,091,00110,11.598141,0
05,092,00111,15.0,5
05,093,00110,8.303409,0
05,094,00110,11.818865,0
05,095,00110,9.451688,0
05,096,00110,7.188473,0
05,097,00110,8.037145,0
05,098,00110,15.0,0
05,099,00111,11.64809,2
05,100,00111,9.784334,11
05,101,00110,15.0,0
05,102,00111,12.646383,4
05,103,00110,12.396995,0
05,104,00110,10.383419,0
05,105,10110,15.0,0
05,106,10011,10.266862,12
05,107,10111,11.398466,6
05,108,10001,9.684442,27
05,109,10011,9.368281,7
05,110,10001,11.248713,12
05,111,10001,6.426725,5
05,112,10001,7.870773,9
05,113,10101,9.800868,22
05,114,10001,5.521345,3
05,115,10001,9.50144,7
05,116,10111,8.436539,17
05,117,10111,9.489525,6
05,118,10001,15.0,23
05,119,10001,10.882609,16
05,120,10001,15.0,26
05,121,10101,10.130365,11
05,122,10111,9.950645,7
05,123,10111,6.007071,4
05,124,10111,8.652795,14
05,125,10001,8.503166,17
05,126,00011,7.621353,24
05,127,00011,15.0,5
05,128,01001,8.503228,19
05,129,01001,7.887431,10
05,130,01001,10.533158,25
05,131,00111,8.869312,16
05,132,00101,8.919117,12
05,133,00101,11.947445,10
05,134,00111,15.0,24
05,135,10111,5.640986,3
05,136,00111,15.0,25
05,137,00111,15.0,4
05,138,00111,15.0,23
05,139,00111,10.150294,14
05,140,00111,9.967301,22
05,141,10011,15.0,45
05,142,00001,7.737546,14
05,143,00001,9.867615,19
05,144,00001,15.0,74
05,145,00011,15.0,39
05,146,10001,15.0,73
05,147,10001,6.489663,19
05,148,10001,10.133683,36
05,149,10001,7.221786,34
05,150,10011,14.733077,52
05,151,10011,15.0,50
05,152,10011,15.0,47
06,001,10100,15.0,0
06,002,10100,15.0,0
06,003,10000,15.0,0
06,004,10100,15.0,0
06,005,10100,15.0,0
06,006,10000,15.0,0
06,007,10000,15.0,0
06,008,10100,15.0,0
06,009,10100,15.0,0
06,010,10000,15.0,0
06,011,01001,15.0,7
06,012,01001,15.0,34
06,013,01001,15.0,15
06,014,01000,15.0,0
06,015,01001,15.0,6
06,016,01001,15.0,19
06,017,01001,15.0,12
06,019,01000,15.0,0
06,020,01000,15.0,0
06,021,01000,15.0,0
06,022,01000,15.0,0
06,023,01000,15.0,0
06,024,01000,15.0,0
06,025,01000,15.0,0
06,026,01000,15.0,0
06,027,01000,15.0,0
06,028,01000,15.0,0
06,029,01000,15.0,0
06,030,01000,15.0,0
06,031,01000,15.0,0
06,032,01000,15.0,0
06,033,00101,15.0,25
06,034,00100,15.0,0
06,035,00100,15.0,0
06,036,00100,14.724798,0
06,037,00100,15.0,0
06,038,00100,15.0,0
06,039,00100,15.0,0
06,040,00100,15.0,0
06,041,00100,15.0,0
06,042,00100,15.0,0
06,043,00100,15.0,0
06,044,00100,15.0,0
06,045,00100,15.0,0
06,046,00100,15.0,0
06,047,00100,15.0,0
06,048,00100,15.0,0
06,049,00100,15.0,0
06,050,00100,15.0,0
06,051,00100,15.0,0
06,052,00100,15.0,0
06,053,00100,15.0,0
06,054,00100,15.0,0
06,055,00100,15.0,0
06,056,00100,15.0,0
06,057,00100,15.0,0
06,058,00100,15.0,0
06,059,00100,15.0,0
06,060,00100,15.0,0
06,061,00100,15.0,0
06,062,00100,15.0,0
06,063,00100,15.0,0
06,064,00100,15.0,0
06,065,00100,15.0,0
06,066,00100,15.0,0
06,067,00100,15.0,0
06,068,00100,15.0,0
06,069,00100,15.0,0
06,070,00100,15.0,0
06,071,00100,15.0,0
06,072,00100,15.0,0
06,073,00100,15.0,0
06,074,00101,15.0,3
06,075,00100,15.0,0
06,076,00101,15.0,2
06,077,00100,15.0,0
06,078,00100,15.0,0
06,079,00100,15.0,0
06,080,00100,15.0,0
06,081,00100,15.0,0
06,082,00101,15.0,2
06,083,00100,15.0,0
06,084,00101,15.0,0
06,085,00100,15.0,0
06,086,00100,15.0,0
06,087,00101,15.0,6
06,088,00111,15.0,26
06,089,00110,15.0,0
06,090,00110,14.990751,0
06,091,00110,15.0,0
06,092,00111,15.0,5
06,093,00110,15.0,0
06,094,00110,15.0,0
06,095,00110,15.0,0
06,096,00110,15.0,0
06,097,00110,15.0,0
06,098,00110,15.0,0
06,099,00111,15.0,2
06,100,00111,15.0,11
06,101,00110,15.0,0
06,102,00111,15.0,4
06,103,00110,15.0,0
06,104,00110,15.0,0
06,105,10110,15.0,0
06,106,10011,15.0,12
06,107,10111,15.0,6
06,108,10001,15.0,27
06,109,10011,15.0,7
06,110,10001,15.0,12
06,111,10001,15.0,5
06,112,10001,15.0,9
06,113,10101,15.0,22
06,114,10001,15.0,3
06,115,10001,15.0,7
06,116,10111,15.0,17
06,117,10111,15.0,6
06,118,10001,15.0,23
06,119,10001,15.0,16
06,120,10001,15.0,26
06,121,10101,15.0,11
06,122,10111,15.0,7
06,123,10111,15.0,4
06,124,10111,15.0,14
06,125,10001,15.0,17
06,126,00011,15.0,24
06,127,00011,15.0,5
06,128,01001,15.0,19
06,129,01001,15.0,10
06,130,01001,15.0,25
06,131,00111,15.0,16
06,132,00101,15.0,12
06,133,00101,15.0,10
06,134,00111,15.0,24
06,135,10111,15.0,3
06,136,00111,15.0,25
06,137,00111,15.0,4
06,138,00111,15.0,23
06,139,00111,15.0,14
06,140,00111,15.0,22
06,141,10011,15.0,45
06,142,00001,15.0,14
06,143,00001,15.0,19
06,144,00001,15.0,74
06,145,00011,15.0,39
06,146,10001,15.0,73
06,147,10001,15.0,19
06,148,10001,15.0,36
06,149,10001,15.0,34
06,150,10011,15.0,52
06,151,10011,15.0,50
06,152,10011,15.0,47
07,001,10100,15.0,0
07,002,10100,15.0,0
07,003,10000,15.0,0
07,004,10100,15.0,0
07,005,10100,15.0,0
07,006,10000,15.0,0
07,007,10000,15.0,0
07,008,10100,15.0,0
07,009,10100,15.0,0
07,010,10000,15.0,0
07,011,01001,15.0,7
07,012,01001,15.0,34
07,013,01001,15.0,15
07,014,01000,15.0,0
07,015,01001,15.0,6
07,016,01001,15.0,19
07,017,01001,15.0,12
07,018,01000,15.0,0
07,019,01000,15.0,0
07,020,01000,15.0,0
07,021,01000,15.0,0
07,022,01000,15.0,0
07,023,01000,15.0,0
07,024,01000,15.0,0
07,025,01000,15.0,0
07,026,01000,15.0,0
07,027,01000,15.0,0
07,028,01000,15.0,0
07,029,01000,15.0,0
07,030,01000,15.0,0
07,031,01000,15.0,0
07,032,01000,15.0,0
07,033,00101,15.0,25
07,034,00100,15.0,0
07,035,00100,15.0,0
07,036,00100,15.0,0
07,037,00100,15.0,0
07,038,00100,15.0,0
07,039,00100,15.0,0
07,040,00100,15.0,0
07,041,00100,15.0,0
07,042,00100,15.0,0
07,043,00100,15.0,0
07,044,00100,15.0,0
07,045,00100,15.0,0
07,046,00100,15.0,0
07,047,00100,15.0,0
07,048,00100,15.0,0
07,049,00100,15.0,0
07,050,00100,15.0,0
07,051,00100,15.0,0
07,052,00100,15.0,0
07,053,00100,15.0,0
07,054,00100,15.0,0
07,055,00100,15.0,0
07,056,00100,15.0,0
07,057,00100,15.0,0
07,058,00100,15.0,0
07,059,00100,15.0,0
07,060,00100,15.0,0
07,061,00100,15.0,0
07,062,00100,15.0,0
07,063,00100,15.0,0
07,064,00100,14.741026,0
07,065,00100,15.0,0
07,066,00100,15.0,0
07,067,00100,15.0,0
07,068,00100,15.0,0
07,069,00100,15.0,0
07,070,00100,15.0,0
07,071,00100,15.0,0
07,072,00100,15.0,0
07,073,00100,15.0,0
07,074,00101,15.0,3
07,075,00100,15.0,0
07,076,00101,15.0,2
07,077,00100,15.0,0
07,078,00100,15.0,0
07,079,00100,15.0,0
07,080,00100,15.0,0
07,081,00100,15.0,0
07,082,00101,15.0,2
07,083,00100,15.0,0
07,084,00101,15.0,0
07,085,00100,15.0,0
07,086,00100,15.0,0
07,087,00101,15.0,6
07,088,00111,15.0,26
07,089,00110,15.0,0
07,090,00110,15.0,0
07,091,00110,15.0,0
07,092,00111,15.0,5
07,093,00110,15.0,0
07,094,00110,15.0,0
07,095,00110,15.0,0
07,096,00110,15.0,0
07,097,00110,15.0,0
07,098,00110,15.0,0
07,099,00111,15.0,2
07,100,00111,15.0,11
07,101,00110,15.0,0
07,102,00111,15.0,4
07,103,00110,15.0,0
07,104,00110,15.0,0
07,105,10110,15.0,0
07,106,10011,15.0,12
07,107,10111,15.0,6
07,108,10001,15.0,27
07,109,10011,15.0,7
07,110,10001,15.0,12
07,111,10001,15.0,5
07,112,10001,15.0,9
07,113,10101,15.0,22
