filename,N,R,REC,D_L,DET,H_L,V_L,LAM,CORM
P14_IMG113_10101_rqa_data.npz,57,75,4.6992481203007515,21,28.0,20,28,32.0,32.0
P48_IMG128_01001_rqa_data.npz,22,18,7.792207792207792,9,50.0,2,2,11.11111111111111,28.04232804232804
P34_IMG096_00110_rqa_data.npz,42,84,9.75609756097561,21,25.0,38,30,40.476190476190474,27.700348432055748
P22_IMG036_00100_rqa_data.npz,17,13,9.558823529411764,2,15.384615384615385,4,8,46.15384615384615,40.86538461538461
P21_IMG088_00111_rqa_data.npz,51,38,2.980392156862745,13,34.21052631578947,9,15,31.57894736842105,8.947368421052632
P08_IMG007_10000_rqa_data.npz,28,22,5.8201058201058204,6,27.272727272727273,13,4,38.63636363636363,18.68686868686869
P26_IMG029_01000_rqa_data.npz,31,14,3.010752688172043,0,0.0,4,4,28.571428571428573,29.523809523809526
P27_IMG085_00100_rqa_data.npz,16,32,26.666666666666668,15,46.875,17,27,68.75,32.916666666666664
P17_IMG147_10001_rqa_data.npz,25,19,6.333333333333333,3,15.789473684210526,8,2,26.31578947368421,33.1140350877193
P38_IMG013_01001_rqa_data.npz,54,106,7.407407407407407,39,36.79245283018868,37,36,34.43396226415094,35.368458526165895
P47_IMG115_10001_rqa_data.npz,49,99,8.418367346938776,33,33.333333333333336,43,37,40.4040404040404,27.062289562289564
P36_IMG049_00100_rqa_data.npz,25,11,3.6666666666666665,2,18.181818181818183,0,2,9.090909090909092,39.015151515151516
P23_IMG032_01000_rqa_data.npz,39,17,2.294197031039136,2,11.764705882352942,5,2,20.58823529411765,41.021671826625386
P32_IMG033_00101_rqa_data.npz,47,61,5.642923219241443,31,50.81967213114754,10,9,15.573770491803279,37.526728439059156
P33_IMG052_00100_rqa_data.npz,17,18,13.235294117647058,6,33.333333333333336,5,6,30.555555555555557,39.236111111111114
P30_IMG066_00100_rqa_data.npz,23,21,8.300395256916996,4,19.047619047619047,8,8,38.095238095238095,26.623376623376622
P23_IMG129_01001_rqa_data.npz,18,3,1.9607843137254901,2,66.66666666666667,0,0,0.0,76.47058823529412
P29_IMG071_00100_rqa_data.npz,17,19,13.970588235294118,6,31.57894736842105,7,13,52.63157894736842,31.907894736842106
P26_IMG087_00101_rqa_data.npz,40,17,2.1794871794871793,6,35.294117647058826,4,4,23.529411764705884,31.975867269984917
P14_IMG110_10001_rqa_data.npz,29,20,4.926108374384237,7,35.0,3,8,27.5,30.178571428571427
P21_IMG061_00100_rqa_data.npz,41,42,5.121951219512195,17,40.476190476190474,22,14,42.857142857142854,40.416666666666664
P17_IMG142_00001_rqa_data.npz,20,13,6.842105263157895,10,76.92307692307692,0,0,0.0,44.93927125506073
P22_IMG055_00100_rqa_data.npz,40,27,3.4615384615384617,9,33.333333333333336,6,6,22.22222222222222,38.17663817663818
P39_IMG074_00101_rqa_data.npz,41,55,6.7073170731707314,19,34.54545454545455,19,8,24.545454545454547,31.272727272727273
P25_IMG091_00110_rqa_data.npz,15,7,6.666666666666667,0,0.0,2,0,14.285714285714286,31.632653061224488
P20_IMG139_00111_rqa_data.npz,28,22,5.8201058201058204,15,68.18181818181819,15,13,63.63636363636363,17.171717171717173
P11_IMG010_10000_rqa_data.npz,26,20,6.153846153846154,6,30.0,11,6,42.5,19.0
P49_IMG149_10001_rqa_data.npz,44,24,2.536997885835095,2,8.333333333333334,2,0,4.166666666666667,30.426356589147286
P34_IMG126_00011_rqa_data.npz,56,104,6.753246753246753,42,40.38461538461539,22,32,25.96153846153846,33.95104895104895
P30_IMG118_10001_rqa_data.npz,49,21,1.7857142857142858,4,19.047619047619047,2,8,23.80952380952381,45.932539682539684
P42_IMG070_00100_rqa_data.npz,15,4,3.8095238095238093,2,50.0,0,0,0.0,58.92857142857143
P41_IMG044_00100_rqa_data.npz,39,38,5.128205128205129,10,26.31578947368421,10,12,28.94736842105263,38.08864265927978
P49_IMG054_00100_rqa_data.npz,23,32,12.648221343873518,9,28.125,11,21,50.0,38.35227272727273
P16_IMG107_10111_rqa_data.npz,36,43,6.825396825396825,9,20.930232558139537,7,10,19.767441860465116,38.93687707641196
P05_IMG069_00100_rqa_data.npz,34,24,4.278074866310161,4,16.666666666666668,5,5,20.833333333333332,23.358585858585858
P38_IMG108_10001_rqa_data.npz,61,62,3.387978142076503,28,45.16129032258065,26,16,33.87096774193548,30.483870967741936
P30_IMG003_10000_rqa_data.npz,13,8,10.256410256410257,0,0.0,3,0,18.75,46.875
P08_IMG062_00100_rqa_data.npz,18,11,7.189542483660131,2,18.181818181818183,0,6,27.272727272727273,34.75935828877005
P17_IMG039_00100_rqa_data.npz,32,24,4.838709677419355,2,8.333333333333334,0,2,4.166666666666667,35.483870967741936
P13_IMG026_01000_rqa_data.npz,19,13,7.60233918128655,0,0.0,0,6,23.076923076923077,27.35042735042735
P08_IMG004_10100_rqa_data.npz,24,25,9.057971014492754,2,8.0,10,0,20.0,37.91304347826087
P42_IMG015_01001_rqa_data.npz,26,39,12.0,11,28.205128205128204,15,19,43.58974358974359,30.76923076923077
P04_IMG131_00111_rqa_data.npz,27,19,5.413105413105413,6,31.57894736842105,2,2,10.526315789473685,24.291497975708502
P22_IMG148_10001_rqa_data.npz,41,24,2.926829268292683,8,33.333333333333336,0,2,4.166666666666667,21.770833333333332
P09_IMG089_00110_rqa_data.npz,25,27,9.0,14,51.851851851851855,2,8,18.51851851851852,35.18518518518518
P03_IMG046_00100_rqa_data.npz,18,13,8.49673202614379,2,15.384615384615385,4,6,38.46153846153846,49.7737556561086
P47_IMG003_10000_rqa_data.npz,38,119,16.927453769559033,50,42.016806722689076,65,58,51.680672268907564,28.208039972745855
P26_IMG024_01000_rqa_data.npz,34,13,2.3172905525846703,2,15.384615384615385,0,2,7.6923076923076925,26.806526806526808
P47_IMG118_10001_rqa_data.npz,61,63,3.442622950819672,18,28.571428571428573,18,4,17.46031746031746,29.761904761904763
P43_IMG126_00011_rqa_data.npz,41,53,6.463414634146342,13,24.528301886792452,21,17,35.84905660377358,24.4811320754717
P08_IMG111_10001_rqa_data.npz,18,34,22.22222222222222,16,47.05882352941177,22,24,67.6470588235294,31.314878892733564
P35_IMG070_00100_rqa_data.npz,20,22,11.578947368421053,5,22.727272727272727,2,6,18.181818181818183,42.344497607655505
P36_IMG044_00100_rqa_data.npz,15,12,11.428571428571429,2,16.666666666666668,4,2,25.0,30.357142857142858
P35_IMG015_01001_rqa_data.npz,31,78,16.774193548387096,31,39.743589743589745,46,49,60.8974358974359,41.70940170940171
P09_IMG152_10011_rqa_data.npz,68,65,2.8533801580333624,28,43.07692307692308,20,18,29.23076923076923,12.215843857634903
P16_IMG109_10011_rqa_data.npz,28,23,6.084656084656085,2,8.695652173913043,9,6,32.608695652173914,28.985507246376812
P39_IMG090_00110_rqa_data.npz,34,90,16.0427807486631,35,38.888888888888886,51,61,62.22222222222222,40.2020202020202
P03_IMG080_00100_rqa_data.npz,20,11,5.7894736842105265,2,18.181818181818183,0,2,9.090909090909092,45.933014354066984
P01_IMG018_01000_rqa_data.npz,19,20,11.695906432748538,4,20.0,4,4,20.0,40.55555555555556
P28_IMG141_10011_rqa_data.npz,41,15,1.829268292682927,6,40.0,2,2,13.333333333333334,12.666666666666666
P19_IMG068_00100_rqa_data.npz,24,21,7.608695652173913,15,71.42857142857143,10,9,45.23809523809524,17.391304347826086
P10_IMG093_00110_rqa_data.npz,15,15,14.285714285714286,2,13.333333333333334,10,6,53.333333333333336,42.857142857142854
P02_IMG116_10111_rqa_data.npz,48,69,6.117021276595745,25,36.231884057971016,23,29,37.68115942028985,28.029602220166513
P01_IMG122_10111_rqa_data.npz,30,26,5.977011494252873,10,38.46153846153846,10,6,30.76923076923077,41.777188328912466
P11_IMG078_00100_rqa_data.npz,19,15,8.771929824561404,7,46.666666666666664,8,6,46.666666666666664,18.14814814814815
P20_IMG151_10011_rqa_data.npz,66,58,2.703962703962704,21,36.206896551724135,8,14,18.96551724137931,25.305039787798407
P28_IMG127_00011_rqa_data.npz,48,50,4.432624113475177,16,32.0,15,19,34.0,34.638297872340424
P21_IMG112_10001_rqa_data.npz,45,59,5.959595959595959,16,27.11864406779661,19,31,42.3728813559322,23.959938366718028
P14_IMG005_10100_rqa_data.npz,25,37,12.333333333333334,14,37.83783783783784,19,22,55.4054054054054,35.472972972972975
P49_IMG103_00110_rqa_data.npz,28,33,8.73015873015873,8,24.242424242424242,22,20,63.63636363636363,36.13916947250281
P14_IMG063_00100_rqa_data.npz,18,14,9.15032679738562,6,42.857142857142854,6,4,35.714285714285715,36.97478991596638
P17_IMG057_00100_rqa_data.npz,21,26,12.380952380952381,14,53.84615384615385,10,2,23.076923076923077,43.26923076923077
P03_IMG133_00101_rqa_data.npz,29,11,2.70935960591133,0,0.0,0,2,9.090909090909092,42.857142857142854
P05_IMG002_10100_rqa_data.npz,29,24,5.911330049261084,5,20.833333333333332,4,8,25.0,23.511904761904763
P09_IMG137_00111_rqa_data.npz,27,13,3.7037037037037037,7,53.84615384615385,4,5,34.61538461538461,7.100591715976331
P30_IMG115_10001_rqa_data.npz,33,31,5.871212121212121,9,29.032258064516128,12,10,35.483870967741936,29.536290322580644
P16_IMG030_01000_rqa_data.npz,51,73,5.7254901960784315,16,21.91780821917808,18,34,35.61643835616438,28.958904109589042
P02_IMG082_00101_rqa_data.npz,40,76,9.743589743589743,18,23.68421052631579,25,12,24.342105263157894,23.00944669365722
P23_IMG106_10011_rqa_data.npz,31,19,4.086021505376344,4,21.05263157894737,2,4,15.789473684210526,38.94736842105263
P41_IMG049_00100_rqa_data.npz,45,55,5.555555555555555,18,32.72727272727273,18,11,26.363636363636363,28.264462809917354
P06_IMG050_00100_rqa_data.npz,47,45,4.162812210915819,9,20.0,14,13,30.0,13.285024154589372
P05_IMG064_00100_rqa_data.npz,24,18,6.521739130434782,5,27.77777777777778,9,4,36.111111111111114,24.396135265700483
P43_IMG096_00110_rqa_data.npz,21,28,13.333333333333334,9,32.142857142857146,15,6,37.5,38.75
P49_IMG059_00100_rqa_data.npz,49,147,12.5,50,34.01360544217687,49,60,37.074829931972786,37.95351473922903
P44_IMG052_00100_rqa_data.npz,19,28,16.374269005847953,15,53.57142857142857,21,18,69.64285714285714,45.833333333333336
P47_IMG066_00100_rqa_data.npz,32,31,6.25,13,41.935483870967744,14,14,45.16129032258065,36.420395421436005
P01_IMG094_00110_rqa_data.npz,18,7,4.57516339869281,2,28.571428571428573,0,2,14.285714285714286,40.33613445378151
P17_IMG034_00100_rqa_data.npz,38,43,6.116642958748222,10,23.25581395348837,13,13,30.232558139534884,28.472658705216844
P18_IMG135_10111_rqa_data.npz,30,52,11.954022988505747,27,51.92307692307692,27,22,47.11538461538461,26.79045092838196
P08_IMG009_10100_rqa_data.npz,13,1,1.2820512820512822,0,0.0,0,0,0.0,25.0
P13_IMG130_01001_rqa_data.npz,31,27,5.806451612903226,13,48.148148148148145,6,6,22.22222222222222,36.91358024691358
P45_IMG033_00101_rqa_data.npz,24,8,2.898550724637681,0,0.0,0,2,12.5,22.82608695652174
P35_IMG099_00111_rqa_data.npz,31,27,5.806451612903226,0,0.0,4,11,27.77777777777778,31.358024691358025
P43_IMG145_00011_rqa_data.npz,51,72,5.647058823529412,26,36.111111111111114,31,26,39.583333333333336,25.22222222222222
P24_IMG012_01001_rqa_data.npz,46,36,3.4782608695652173,12,33.333333333333336,6,2,11.11111111111111,20.925925925925927
P14_IMG006_10000_rqa_data.npz,37,23,3.4534534534534536,6,26.08695652173913,7,2,19.565217391304348,42.632850241545896
P39_IMG140_00111_rqa_data.npz,60,118,6.666666666666667,59,50.0,17,22,16.52542372881356,29.503016374605
P22_IMG058_00100_rqa_data.npz,36,37,5.873015873015873,5,13.513513513513514,11,17,37.83783783783784,39.61389961389961
P28_IMG097_00110_rqa_data.npz,39,53,7.152496626180837,23,43.39622641509434,26,29,51.886792452830186,29.74180734856008
P37_IMG023_01000_rqa_data.npz,17,42,30.88235294117647,17,40.476190476190474,25,27,61.904761904761905,38.095238095238095
P27_IMG043_00100_rqa_data.npz,15,11,10.476190476190476,2,18.181818181818183,0,2,9.090909090909092,45.45454545454545
P24_IMG077_00100_rqa_data.npz,16,17,14.166666666666666,7,41.1764705882353,4,0,11.764705882352942,43.92156862745098
P38_IMG092_00111_rqa_data.npz,48,78,6.914893617021277,44,56.41025641025641,49,52,64.74358974358974,32.65139116202946
P20_IMG134_00111_rqa_data.npz,36,31,4.920634920634921,20,64.51612903225806,4,4,12.903225806451612,31.428571428571427
P23_IMG100_00111_rqa_data.npz,30,14,3.218390804597701,5,35.714285714285715,2,4,21.428571428571427,25.123152709359605
P15_IMG042_00100_rqa_data.npz,28,17,4.497354497354498,2,11.764705882352942,5,8,38.23529411764706,19.389978213507625
P41_IMG135_10111_rqa_data.npz,34,99,17.647058823529413,41,41.41414141414141,78,55,67.17171717171718,31.40495867768595
P05_IMG022_01000_rqa_data.npz,46,54,5.217391304347826,14,25.925925925925927,7,8,13.88888888888889,26.337448559670783
P10_IMG059_00100_rqa_data.npz,16,13,10.833333333333334,0,0.0,0,2,7.6923076923076925,40.51282051282051
P44_IMG014_01000_rqa_data.npz,17,9,6.617647058823529,4,44.44444444444444,0,0,0.0,42.361111111111114
P01_IMG104_00110_rqa_data.npz,11,10,18.181818181818183,0,0.0,2,0,10.0,48.0
P47_IMG020_01000_rqa_data.npz,21,42,20.0,17,40.476190476190474,25,14,46.42857142857143,38.214285714285715
P26_IMG007_10000_rqa_data.npz,31,37,7.956989247311828,4,10.81081081081081,7,13,27.027027027027028,31.98198198198198
P08_IMG029_01000_rqa_data.npz,15,4,3.8095238095238093,0,0.0,0,2,25.0,48.214285714285715
P09_IMG085_00100_rqa_data.npz,20,11,5.7894736842105265,0,0.0,2,2,18.181818181818183,36.36363636363637
P16_IMG013_01001_rqa_data.npz,45,81,8.181818181818182,23,28.395061728395063,29,37,40.74074074074074,36.64421997755331
P39_IMG147_10001_rqa_data.npz,57,81,5.075187969924812,32,39.50617283950617,48,27,46.2962962962963,25.396825396825395
P18_IMG049_00100_rqa_data.npz,45,44,4.444444444444445,17,38.63636363636363,19,23,47.72727272727273,20.867768595041323
P22_IMG124_10111_rqa_data.npz,21,4,1.9047619047619047,0,0.0,0,0,0.0,35.0
P20_IMG086_00100_rqa_data.npz,20,29,15.263157894736842,4,13.793103448275861,7,16,39.6551724137931,36.29764065335753
P25_IMG035_00100_rqa_data.npz,21,26,12.380952380952381,8,30.76923076923077,4,6,19.23076923076923,43.26923076923077
P33_IMG095_00110_rqa_data.npz,20,17,8.947368421052632,2,11.764705882352942,8,6,41.1764705882353,39.628482972136226
P43_IMG144_00001_rqa_data.npz,56,61,3.961038961038961,22,36.0655737704918,22,21,35.24590163934426,7.928464977645305
P37_IMG065_00100_rqa_data.npz,17,25,18.38235294117647,11,44.0,17,16,66.0,31.5
P34_IMG051_00100_rqa_data.npz,45,90,9.090909090909092,29,32.22222222222222,27,41,37.77777777777778,39.621212121212125
P39_IMG105_10110_rqa_data.npz,43,35,3.875968992248062,10,28.571428571428573,14,8,31.428571428571427,30.74829931972789
P24_IMG031_01000_rqa_data.npz,9,5,13.88888888888889,0,0.0,0,0,0.0,55.0
P02_IMG114_10001_rqa_data.npz,25,12,4.0,0,0.0,0,2,8.333333333333334,27.77777777777778
P38_IMG102_00111_rqa_data.npz,31,121,26.021505376344088,73,60.33057851239669,97,77,71.90082644628099,35.70247933884298
P01_IMG120_10001_rqa_data.npz,25,30,10.0,18,60.0,20,22,70.0,9.027777777777779
P31_IMG132_00101_rqa_data.npz,48,74,6.560283687943262,23,31.08108108108108,28,25,35.810810810810814,30.76480736055204
P25_IMG056_00100_rqa_data.npz,22,8,3.463203463203463,2,25.0,0,2,12.5,23.214285714285715
P26_IMG062_00100_rqa_data.npz,46,76,7.342995169082125,29,38.1578947368421,32,31,41.44736842105263,29.883040935672515
P39_IMG039_00100_rqa_data.npz,43,66,7.308970099667774,21,31.818181818181817,15,21,27.272727272727273,30.663780663780663
P21_IMG084_00101_rqa_data.npz,43,146,16.168327796234774,72,49.31506849315068,75,82,53.76712328767123,28.212654924983692
P26_IMG004_10100_rqa_data.npz,27,27,7.6923076923076925,9,33.333333333333336,12,2,25.925925925925927,26.068376068376068
P27_IMG089_00110_rqa_data.npz,15,7,6.666666666666667,2,28.571428571428573,2,0,14.285714285714286,21.428571428571427
P12_IMG150_10011_rqa_data.npz,56,51,3.311688311688312,29,56.86274509803921,10,9,18.627450980392158,15.294117647058824
P23_IMG079_00100_rqa_data.npz,23,24,9.486166007905139,5,20.833333333333332,4,4,16.666666666666668,35.984848484848484
P33_IMG123_10111_rqa_data.npz,22,50,21.645021645021647,37,74.0,39,34,73.0,32.76190476190476
P30_IMG117_10111_rqa_data.npz,25,23,7.666666666666667,6,26.08695652173913,4,8,26.08695652173913,40.39855072463768
P38_IMG107_10111_rqa_data.npz,50,42,3.4285714285714284,11,26.19047619047619,16,8,28.571428571428573,29.25170068027211
P33_IMG019_01000_rqa_data.npz,15,7,6.666666666666667,0,0.0,0,0,0.0,44.89795918367347
P31_IMG081_00100_rqa_data.npz,14,18,19.78021978021978,10,55.55555555555556,10,9,52.77777777777778,36.75213675213675
P16_IMG108_10001_rqa_data.npz,55,71,4.781144781144781,31,43.66197183098591,28,27,38.732394366197184,23.44809598330725
P10_IMG103_00110_rqa_data.npz,12,13,19.696969696969695,8,61.53846153846154,8,11,73.07692307692308,40.55944055944056
P44_IMG098_00110_rqa_data.npz,17,6,4.411764705882353,2,33.333333333333336,2,0,16.666666666666668,38.541666666666664
P17_IMG074_00101_rqa_data.npz,23,43,16.99604743083004,15,34.883720930232556,23,22,52.325581395348834,36.99788583509514
P46_IMG047_00100_rqa_data.npz,20,23,12.105263157894736,4,17.391304347826086,2,16,39.130434782608695,37.986270022883296
P45_IMG073_00100_rqa_data.npz,28,13,3.439153439153439,2,15.384615384615385,6,6,46.15384615384615,40.74074074074074
P48_IMG078_00100_rqa_data.npz,20,11,5.7894736842105265,0,0.0,4,2,27.272727272727273,34.92822966507177
P04_IMG045_00100_rqa_data.npz,20,19,10.0,10,52.63157894736842,6,7,34.21052631578947,29.916897506925206
P07_IMG071_00100_rqa_data.npz,31,39,8.387096774193548,18,46.15384615384615,16,2,23.076923076923077,37.863247863247864
P45_IMG016_01001_rqa_data.npz,16,6,5.0,0,0.0,0,0,0.0,24.444444444444443
P08_IMG087_00101_rqa_data.npz,18,20,13.071895424836601,4,20.0,14,4,45.0,40.0
P14_IMG025_01000_rqa_data.npz,29,36,8.866995073891626,20,55.55555555555556,19,18,51.388888888888886,23.71031746031746
P43_IMG121_10101_rqa_data.npz,39,109,14.709851551956815,50,45.87155963302752,57,59,53.211009174311926,28.609367455335587
P39_IMG142_00001_rqa_data.npz,42,48,5.574912891986063,19,39.583333333333336,11,6,17.708333333333332,40.701219512195124
P40_IMG068_00100_rqa_data.npz,25,25,8.333333333333334,7,28.0,14,6,40.0,44.5
P49_IMG093_00110_rqa_data.npz,28,27,7.142857142857143,2,7.407407407407407,6,4,18.51851851851852,40.32921810699588
P31_IMG047_00100_rqa_data.npz,17,11,8.088235294117647,2,18.181818181818183,2,3,22.727272727272727,42.04545454545455
P32_IMG073_00100_rqa_data.npz,28,46,12.16931216931217,17,36.95652173913044,27,28,59.78260869565217,38.486312399355874
P48_IMG010_10000_rqa_data.npz,21,6,2.857142857142857,0,0.0,0,4,33.333333333333336,39.166666666666664
P10_IMG149_10001_rqa_data.npz,44,19,2.0084566596194504,4,21.05263157894737,4,6,26.31578947368421,44.063647490820074
P21_IMG027_01000_rqa_data.npz,14,2,2.197802197802198,0,0.0,0,0,0.0,23.076923076923077
P25_IMG038_00100_rqa_data.npz,20,12,6.315789473684211,2,16.666666666666668,2,2,16.666666666666668,37.280701754385966
P33_IMG098_00110_rqa_data.npz,12,10,15.151515151515152,7,70.0,0,0,0.0,47.27272727272727
P39_IMG057_00100_rqa_data.npz,37,55,8.258258258258259,15,27.272727272727273,34,14,43.63636363636363,28.333333333333332
P34_IMG121_10101_rqa_data.npz,26,19,5.846153846153846,4,21.05263157894737,4,0,10.526315789473685,21.68421052631579
P25_IMG101_00110_rqa_data.npz,24,17,6.159420289855072,4,23.529411764705884,0,0,0.0,24.55242966751918
P37_IMG068_00100_rqa_data.npz,15,14,13.333333333333334,2,14.285714285714286,2,4,21.428571428571427,41.83673469387755
P22_IMG076_00101_rqa_data.npz,15,4,3.8095238095238093,0,0.0,0,0,0.0,48.214285714285715
P06_IMG141_10011_rqa_data.npz,67,60,2.7137042062415198,23,38.333333333333336,18,24,35.0,22.2979797979798
P02_IMG119_10001_rqa_data.npz,32,8,1.6129032258064515,2,25.0,2,2,25.0,10.483870967741936
P32_IMG016_01001_rqa_data.npz,39,54,7.287449392712551,16,29.62962962962963,10,19,26.85185185185185,39.32748538011696
P06_IMG127_00011_rqa_data.npz,63,72,3.686635944700461,25,34.72222222222222,18,10,19.444444444444443,20.519713261648747
P12_IMG138_00111_rqa_data.npz,49,100,8.503401360544217,48,48.0,48,36,42.0,37.0625
P27_IMG152_10011_rqa_data.npz,57,34,2.130325814536341,16,47.05882352941177,11,12,33.8235294117647,7.930672268907563
P38_IMG109_10011_rqa_data.npz,52,75,5.656108597285068,39,52.0,27,23,33.333333333333336,34.431372549019606
P17_IMG090_00110_rqa_data.npz,22,35,15.151515151515152,14,40.0,19,21,57.142857142857146,32.925170068027214
P46_IMG132_00101_rqa_data.npz,25,18,6.0,2,11.11111111111111,2,2,11.11111111111111,37.03703703703704
P04_IMG083_00100_rqa_data.npz,31,53,11.397849462365592,14,26.41509433962264,32,17,46.22641509433962,37.9874213836478
P10_IMG054_00100_rqa_data.npz,17,17,12.5,4,23.529411764705884,6,2,23.529411764705884,36.76470588235294
P25_IMG143_00001_rqa_data.npz,29,6,1.477832512315271,2,33.333333333333336,3,0,25.0,17.857142857142858
P13_IMG060_00100_rqa_data.npz,28,38,10.052910052910052,13,34.21052631578947,18,23,53.94736842105263,34.113060428849906
P08_IMG024_01000_rqa_data.npz,17,29,21.323529411764707,20,68.96551724137932,19,18,63.793103448275865,29.95689655172414
P44_IMG019_01000_rqa_data.npz,35,20,3.361344537815126,6,30.0,0,2,5.0,29.264705882352942
P46_IMG081_00100_rqa_data.npz,36,62,9.841269841269842,10,16.129032258064516,28,22,40.32258064516129,32.44239631336406
P25_IMG125_10001_rqa_data.npz,32,16,3.225806451612903,4,25.0,4,2,18.75,19.556451612903224
P26_IMG111_10001_rqa_data.npz,28,16,4.232804232804233,0,0.0,6,2,25.0,27.314814814814813
P44_IMG123_10111_rqa_data.npz,25,31,10.333333333333334,14,45.16129032258065,14,10,38.70967741935484,28.897849462365592
P47_IMG117_10111_rqa_data.npz,48,129,11.436170212765957,57,44.18604651162791,74,79,59.30232558139535,31.848919676727693
P18_IMG044_00100_rqa_data.npz,25,23,7.666666666666667,6,26.08695652173913,10,12,47.82608695652174,36.77536231884058
P19_IMG023_01000_rqa_data.npz,18,15,9.803921568627452,0,0.0,2,0,6.666666666666667,37.254901960784316
P11_IMG128_01001_rqa_data.npz,24,29,10.507246376811594,20,68.96551724137932,4,4,13.793103448275861,17.691154422788607
P34_IMG144_00001_rqa_data.npz,49,30,2.5510204081632653,10,33.333333333333336,4,0,6.666666666666667,20.97222222222222
P02_IMG067_00100_rqa_data.npz,24,40,14.492753623188406,17,42.5,21,24,56.25,40.65217391304348
P01_IMG053_00100_rqa_data.npz,15,14,13.333333333333334,6,42.857142857142854,6,7,46.42857142857143,47.44897959183673
P44_IMG095_00110_rqa_data.npz,17,11,8.088235294117647,2,18.181818181818183,0,0,0.0,35.79545454545455
P09_IMG043_00100_rqa_data.npz,21,15,7.142857142857143,8,53.333333333333336,0,0,0.0,28.333333333333332
P16_IMG092_00111_rqa_data.npz,35,45,7.563025210084033,21,46.666666666666664,17,20,41.111111111111114,11.830065359477125
P02_IMG001_10100_rqa_data.npz,27,66,18.803418803418804,23,34.84848484848485,24,29,40.15151515151515,36.5967365967366
P04_IMG048_00100_rqa_data.npz,20,17,8.947368421052632,6,35.294117647058826,8,2,29.41176470588235,21.671826625387
P48_IMG075_00100_rqa_data.npz,14,5,5.4945054945054945,2,40.0,0,0,0.0,49.23076923076923
P25_IMG146_10001_rqa_data.npz,60,10,0.5649717514124294,0,0.0,0,0,0.0,7.11864406779661
P17_IMG140_00111_rqa_data.npz,59,101,5.902980713033314,27,26.73267326732673,23,28,25.247524752475247,30.863776032775693
P14_IMG028_01000_rqa_data.npz,18,9,5.882352941176471,0,0.0,0,4,22.22222222222222,37.908496732026144
P40_IMG065_00100_rqa_data.npz,13,7,8.974358974358974,0,0.0,2,2,28.571428571428573,41.666666666666664
P43_IMG051_00100_rqa_data.npz,27,31,8.831908831908832,13,41.935483870967744,23,11,54.83870967741935,19.35483870967742
P10_IMG037_00100_rqa_data.npz,20,13,6.842105263157895,2,15.384615384615385,7,4,42.30769230769231,40.48582995951417
P06_IMG097_00110_rqa_data.npz,36,74,11.746031746031745,37,50.0,51,37,59.45945945945946,29.07335907335907
P36_IMG135_10111_rqa_data.npz,15,13,12.380952380952381,4,30.76923076923077,3,5,30.76923076923077,25.824175824175825
P39_IMG034_00100_rqa_data.npz,32,99,19.95967741935484,49,49.494949494949495,56,52,54.54545454545455,33.105246008471816
P26_IMG009_10100_rqa_data.npz,45,61,6.161616161616162,11,18.0327868852459,25,18,35.24590163934426,35.02235469448584
P23_IMG011_01001_rqa_data.npz,22,8,3.463203463203463,7,87.5,0,2,12.5,52.976190476190474
P38_IMG030_01000_rqa_data.npz,33,61,11.553030303030303,33,54.09836065573771,41,38,64.75409836065573,23.104508196721312
P27_IMG137_00111_rqa_data.npz,17,12,8.823529411764707,0,0.0,8,2,41.666666666666664,37.5
P20_IMG040_00100_rqa_data.npz,27,19,5.413105413105413,4,21.05263157894737,2,0,5.2631578947368425,42.91497975708502
P28_IMG050_00100_rqa_data.npz,29,19,4.679802955665025,4,21.05263157894737,2,10,31.57894736842105,35.714285714285715
P33_IMG014_01000_rqa_data.npz,21,12,5.714285714285714,2,16.666666666666668,2,2,16.666666666666668,44.583333333333336
P30_IMG020_01000_rqa_data.npz,16,5,4.166666666666667,0,0.0,0,0,0.0,25.333333333333332
P44_IMG135_10111_rqa_data.npz,18,21,13.72549019607843,8,38.095238095238095,10,10,47.61904761904762,29.971988795518207
P18_IMG052_00100_rqa_data.npz,39,141,19.02834008097166,62,43.97163120567376,75,57,46.808510638297875,36.28219484882419
P08_IMG129_01001_rqa_data.npz,20,4,2.1052631578947367,0,0.0,0,0,0.0,9.210526315789474
P08_IMG032_01000_rqa_data.npz,13,13,16.666666666666668,9,69.23076923076923,9,7,61.53846153846154,21.153846153846153
P10_IMG042_00100_rqa_data.npz,16,16,13.333333333333334,8,50.0,7,6,40.625,24.166666666666668
P19_IMG033_00101_rqa_data.npz,28,17,4.497354497354498,8,47.05882352941177,3,0,8.823529411764707,16.775599128540303
P13_IMG013_01001_rqa_data.npz,20,17,8.947368421052632,5,29.41176470588235,10,4,41.1764705882353,34.36532507739938
P09_IMG036_00100_rqa_data.npz,21,18,8.571428571428571,4,22.22222222222222,10,6,44.44444444444444,47.5
P15_IMG059_00100_rqa_data.npz,34,52,9.269162210338681,9,17.307692307692307,19,14,31.73076923076923,38.344988344988344
P23_IMG007_10000_rqa_data.npz,17,15,11.029411764705882,5,33.333333333333336,8,6,46.666666666666664,43.333333333333336
P42_IMG020_01000_rqa_data.npz,27,14,3.988603988603989,2,14.285714285714286,0,0,0.0,46.15384615384615
P41_IMG014_01000_rqa_data.npz,54,46,3.214535290006988,6,13.043478260869565,8,16,26.08695652173913,28.38392124692371
