filename,N,R,REC,D_L,DET,H_L,V_L,LAM,CORM
P34_IMG068_00100_rqa_data.npz,25,42,14.0,13,30.952380952380953,24,25,58.333333333333336,37.20238095238095
P21_IMG076_00101_rqa_data.npz,48,23,2.0390070921985815,4,17.391304347826086,4,2,13.043478260869565,21.1840888066605
P05_IMG141_10011_rqa_data.npz,66,63,2.937062937062937,30,47.61904761904762,10,11,16.666666666666668,41.514041514041516
P37_IMG121_10101_rqa_data.npz,19,14,8.187134502923977,5,35.714285714285715,4,4,28.571428571428573,21.03174603174603
P26_IMG101_00110_rqa_data.npz,31,18,3.870967741935484,4,22.22222222222222,8,8,44.44444444444444,47.592592592592595
P01_IMG119_10001_rqa_data.npz,36,21,3.3333333333333335,3,14.285714285714286,6,2,19.047619047619047,24.489795918367346
P05_IMG127_00011_rqa_data.npz,52,57,4.298642533936651,20,35.08771929824562,19,20,34.21052631578947,28.93016855865153
P31_IMG016_01001_rqa_data.npz,31,33,7.096774193548387,15,45.45454545454545,12,10,33.333333333333336,29.7979797979798
P13_IMG149_10001_rqa_data.npz,35,11,1.8487394957983194,0,0.0,0,2,9.090909090909092,18.983957219251337
P39_IMG005_10100_rqa_data.npz,42,104,12.07897793263647,24,23.076923076923077,42,20,29.807692307692307,35.45966228893058
P32_IMG047_00100_rqa_data.npz,24,30,10.869565217391305,4,13.333333333333334,15,7,36.666666666666664,39.130434782608695
P31_IMG073_00100_rqa_data.npz,13,10,12.820512820512821,2,20.0,2,2,20.0,41.666666666666664
P39_IMG063_00100_rqa_data.npz,44,128,13.530655391120508,56,43.75,77,59,53.125,33.684593023255815
P26_IMG038_00100_rqa_data.npz,43,49,5.426356589147287,11,22.448979591836736,12,12,24.489795918367346,28.036929057337222
P30_IMG098_00110_rqa_data.npz,19,15,8.771929824561404,4,26.666666666666668,2,2,13.333333333333334,42.96296296296296
P22_IMG027_01000_rqa_data.npz,16,3,2.5,0,0.0,0,0,0.0,20.0
P47_IMG019_01000_rqa_data.npz,17,9,6.617647058823529,0,0.0,0,0,0.0,46.52777777777778
P45_IMG081_00100_rqa_data.npz,30,17,3.9080459770114944,4,23.529411764705884,4,6,29.41176470588235,31.643002028397564
P13_IMG054_00100_rqa_data.npz,24,16,5.797101449275362,2,12.5,4,2,18.75,32.880434782608695
P10_IMG060_00100_rqa_data.npz,11,7,12.727272727272727,5,71.42857142857143,5,5,71.42857142857143,17.142857142857142
P26_IMG143_00001_rqa_data.npz,43,36,3.9867109634551494,9,25.0,4,12,22.22222222222222,25.132275132275133
P47_IMG123_10111_rqa_data.npz,25,34,11.333333333333334,8,23.529411764705884,20,8,41.1764705882353,34.9264705882353
P44_IMG117_10111_rqa_data.npz,22,18,7.792207792207792,8,44.44444444444444,4,8,33.333333333333336,47.883597883597886
P18_IMG070_00100_rqa_data.npz,22,22,9.523809523809524,12,54.54545454545455,11,6,38.63636363636363,41.55844155844156
P26_IMG125_10001_rqa_data.npz,56,102,6.623376623376624,39,38.23529411764706,16,18,16.666666666666668,28.502673796791445
P25_IMG111_10001_rqa_data.npz,17,13,9.558823529411764,4,30.76923076923077,2,5,26.923076923076923,32.21153846153846
P24_IMG152_10011_rqa_data.npz,57,23,1.4411027568922306,7,30.434782608695652,4,0,8.695652173913043,18.09006211180124
P18_IMG015_01001_rqa_data.npz,31,60,12.903225806451612,26,43.333333333333336,30,29,49.166666666666664,24.72222222222222
P11_IMG138_00111_rqa_data.npz,40,53,6.794871794871795,19,35.84905660377358,16,14,28.30188679245283,20.706337687469762
P49_IMG026_01000_rqa_data.npz,33,52,9.848484848484848,15,28.846153846153847,13,25,36.53846153846154,44.11057692307692
P07_IMG083_00100_rqa_data.npz,40,69,8.846153846153847,15,21.73913043478261,28,35,45.65217391304348,34.596804162021556
P14_IMG090_00110_rqa_data.npz,20,22,11.578947368421053,10,45.45454545454545,15,14,65.9090909090909,41.14832535885167
P45_IMG132_00101_rqa_data.npz,19,4,2.3391812865497075,0,0.0,0,0,0.0,50.0
P11_IMG150_10011_rqa_data.npz,47,24,2.2201665124884364,10,41.666666666666664,2,2,8.333333333333334,25.452898550724637
P30_IMG123_10111_rqa_data.npz,15,8,7.619047619047619,0,0.0,2,0,12.5,44.642857142857146
P20_IMG079_00100_rqa_data.npz,28,29,7.671957671957672,13,44.827586206896555,12,12,41.37931034482759,30.90676883780332
P33_IMG117_10111_rqa_data.npz,33,26,4.924242424242424,4,15.384615384615385,10,11,40.38461538461539,33.41346153846154
P19_IMG126_00011_rqa_data.npz,26,19,5.846153846153846,2,10.526315789473685,2,2,10.526315789473685,44.0
P30_IMG019_01000_rqa_data.npz,22,9,3.896103896103896,0,0.0,2,2,22.22222222222222,30.158730158730158
P32_IMG081_00100_rqa_data.npz,27,35,9.971509971509972,11,31.428571428571427,6,4,14.285714285714286,42.967032967032964
P15_IMG108_10001_rqa_data.npz,59,58,3.389830508474576,25,43.10344827586207,24,17,35.3448275862069,12.841854934601665
P28_IMG069_00100_rqa_data.npz,27,16,4.5584045584045585,2,12.5,4,0,12.5,19.471153846153847
P32_IMG132_00101_rqa_data.npz,37,34,5.105105105105105,6,17.647058823529413,14,6,29.41176470588235,39.705882352941174
P26_IMG056_00100_rqa_data.npz,43,34,3.7652270210409746,7,20.58823529411765,15,11,38.23529411764706,28.431372549019606
P25_IMG062_00100_rqa_data.npz,20,7,3.6842105263157894,2,28.571428571428573,0,0,0.0,36.8421052631579
P24_IMG089_00110_rqa_data.npz,11,10,18.181818181818183,4,40.0,2,4,30.0,31.0
P22_IMG084_00101_rqa_data.npz,16,8,6.666666666666667,2,25.0,2,0,12.5,31.666666666666668
P25_IMG004_10100_rqa_data.npz,22,27,11.688311688311689,2,7.407407407407407,10,10,37.03703703703704,41.97530864197531
P29_IMG131_00111_rqa_data.npz,31,33,7.096774193548387,11,33.333333333333336,10,7,25.757575757575758,32.62626262626262
P39_IMG110_10001_rqa_data.npz,37,34,5.105105105105105,7,20.58823529411765,10,17,39.705882352941174,12.663398692810457
P46_IMG016_01001_rqa_data.npz,24,11,3.9855072463768115,2,18.181818181818183,2,2,18.181818181818183,29.24901185770751
P07_IMG045_00100_rqa_data.npz,38,55,7.823613086770981,10,18.181818181818183,20,13,30.0,29.18918918918919
P04_IMG071_00100_rqa_data.npz,20,18,9.473684210526315,2,11.11111111111111,2,2,11.11111111111111,39.1812865497076
P43_IMG068_00100_rqa_data.npz,42,149,17.305458768873404,73,48.993288590604024,108,96,68.45637583892618,32.13291864462269
P17_IMG025_01000_rqa_data.npz,42,31,3.6004645760743323,2,6.451612903225806,11,7,29.032258064516128,36.19197482297404
P40_IMG121_10101_rqa_data.npz,22,19,8.225108225108226,10,52.63157894736842,6,6,31.57894736842105,40.852130325814535
P47_IMG098_00110_rqa_data.npz,27,25,7.122507122507122,7,28.0,4,4,16.0,22.76923076923077
P14_IMG074_00101_rqa_data.npz,27,46,13.105413105413106,24,52.17391304347826,26,27,57.608695652173914,17.140468227424748
P08_IMG091_00110_rqa_data.npz,15,15,14.285714285714286,2,13.333333333333334,10,4,46.666666666666664,30.0
P13_IMG103_00110_rqa_data.npz,22,25,10.822510822510823,7,28.0,8,6,28.0,39.42857142857143
P45_IMG047_00100_rqa_data.npz,28,16,4.232804232804233,4,25.0,2,4,18.75,39.81481481481482
P46_IMG073_00100_rqa_data.npz,37,76,11.411411411411411,33,43.421052631578945,28,8,23.68421052631579,30.84795321637427
P02_IMG104_00110_rqa_data.npz,37,107,16.066066066066067,43,40.18691588785047,16,10,12.149532710280374,37.954309449636554
P47_IMG014_01000_rqa_data.npz,25,17,5.666666666666667,6,35.294117647058826,8,8,47.05882352941177,27.941176470588236
P44_IMG020_01000_rqa_data.npz,23,9,3.5573122529644268,2,22.22222222222222,0,0,0.0,43.43434343434343
P25_IMG007_10000_rqa_data.npz,17,14,10.294117647058824,5,35.714285714285715,2,4,21.428571428571427,29.464285714285715
P19_IMG096_00110_rqa_data.npz,20,20,10.526315789473685,8,40.0,4,2,15.0,43.1578947368421
P13_IMG059_00100_rqa_data.npz,19,14,8.187134502923977,2,14.285714285714286,4,4,28.571428571428573,39.285714285714285
P15_IMG013_01001_rqa_data.npz,50,50,4.081632653061225,12,24.0,9,5,14.0,17.346938775510203
P16_IMG042_00100_rqa_data.npz,23,35,13.83399209486166,3,8.571428571428571,2,14,22.857142857142858,39.35064935064935
P49_IMG130_01001_rqa_data.npz,52,73,5.505279034690799,30,41.0958904109589,22,20,28.767123287671232,26.564598442116573
P06_IMG022_01000_rqa_data.npz,52,105,7.918552036199095,48,45.714285714285715,47,39,40.95238095238095,35.294117647058826
P42_IMG135_10111_rqa_data.npz,15,11,10.476190476190476,6,54.54545454545455,5,2,31.818181818181817,18.181818181818183
P34_IMG065_00100_rqa_data.npz,21,18,8.571428571428571,4,22.22222222222222,0,0,0.0,33.333333333333336
P37_IMG051_00100_rqa_data.npz,17,30,22.058823529411764,16,53.333333333333336,22,16,63.333333333333336,29.791666666666668
P19_IMG145_00011_rqa_data.npz,38,22,3.1294452347083928,4,18.181818181818183,8,8,36.36363636363637,15.233415233415233
P27_IMG031_01000_rqa_data.npz,18,10,6.5359477124183005,0,0.0,2,2,20.0,40.588235294117645
P38_IMG136_00111_rqa_data.npz,62,80,4.230565838180857,30,37.5,35,32,41.875,38.50409836065574
P01_IMG114_10001_rqa_data.npz,18,6,3.9215686274509802,2,33.333333333333336,2,0,16.666666666666668,8.823529411764707
P02_IMG120_10001_rqa_data.npz,56,73,4.740259740259741,35,47.945205479452056,34,37,48.63013698630137,28.667496886674968
P39_IMG008_10100_rqa_data.npz,22,32,13.852813852813853,11,34.375,4,6,15.625,37.79761904761905
P21_IMG124_10111_rqa_data.npz,54,56,3.913347309573725,18,32.142857142857146,0,12,10.714285714285714,38.84770889487871
P26_IMG035_00100_rqa_data.npz,40,51,6.538461538461538,11,21.568627450980394,22,14,35.294117647058826,33.88637506284565
P30_IMG095_00110_rqa_data.npz,20,13,6.842105263157895,2,15.384615384615385,6,4,38.46153846153846,36.03238866396761
P40_IMG144_00001_rqa_data.npz,57,37,2.318295739348371,11,29.72972972972973,2,6,10.81081081081081,13.947876447876448
P23_IMG086_00100_rqa_data.npz,16,26,21.666666666666668,9,34.61538461538461,13,17,57.69230769230769,38.46153846153846
P39_IMG113_10101_rqa_data.npz,65,129,6.201923076923077,63,48.83720930232558,20,35,21.31782945736434,26.780523255813954
P09_IMG021_01000_rqa_data.npz,30,23,5.287356321839081,2,8.695652173913043,7,10,36.95652173913044,25.337331334332834
P45_IMG140_00111_rqa_data.npz,19,9,5.2631578947368425,2,22.22222222222222,2,2,22.22222222222222,30.864197530864196
P46_IMG028_01000_rqa_data.npz,47,51,4.717853839037928,11,21.568627450980394,11,7,17.647058823529413,22.634271099744247
P11_IMG051_00100_rqa_data.npz,14,14,15.384615384615385,7,50.0,6,0,21.428571428571427,48.35164835164835
P12_IMG065_00100_rqa_data.npz,29,34,8.374384236453203,4,11.764705882352942,14,24,55.88235294117647,42.016806722689076
P42_IMG037_00100_rqa_data.npz,38,43,6.116642958748222,6,13.953488372093023,14,10,27.906976744186046,29.918290383406664
P49_IMG099_00111_rqa_data.npz,39,98,13.225371120107962,34,34.69387755102041,76,32,55.10204081632653,31.176154672395274
P19_IMG041_00100_rqa_data.npz,22,18,7.792207792207792,8,44.44444444444444,9,6,41.666666666666664,17.724867724867725
P24_IMG120_10001_rqa_data.npz,37,37,5.555555555555555,10,27.027027027027028,20,11,41.891891891891895,21.396396396396398
P27_IMG114_10001_rqa_data.npz,27,11,3.133903133903134,4,36.36363636363637,0,2,9.090909090909092,26.923076923076923
P01_IMG031_01000_rqa_data.npz,23,9,3.5573122529644268,0,0.0,4,2,33.333333333333336,24.242424242424242
P07_IMG124_10111_rqa_data.npz,54,64,4.472396925227114,21,32.8125,12,16,21.875,38.472877358490564
P44_IMG092_00111_rqa_data.npz,30,41,9.425287356321839,25,60.97560975609756,22,28,60.97560975609756,16.568544995794785
P43_IMG128_01001_rqa_data.npz,40,135,17.307692307692307,69,51.111111111111114,83,71,57.03703703703704,34.036087369420706
P05_IMG086_00100_rqa_data.npz,25,23,7.666666666666667,4,17.391304347826086,14,4,39.130434782608695,39.130434782608695
P16_IMG095_00110_rqa_data.npz,63,214,10.957501280081924,95,44.39252336448598,128,95,52.10280373831776,35.08441362677118
P29_IMG036_00100_rqa_data.npz,19,14,8.187134502923977,6,42.857142857142854,5,2,25.0,36.904761904761905
P35_IMG059_00100_rqa_data.npz,18,5,3.2679738562091503,0,0.0,2,0,20.0,36.470588235294116
P03_IMG007_10000_rqa_data.npz,16,10,8.333333333333334,5,50.0,6,2,40.0,34.0
P24_IMG104_00110_rqa_data.npz,10,12,26.666666666666668,4,33.333333333333336,2,6,33.333333333333336,39.81481481481482
P33_IMG013_01001_rqa_data.npz,19,11,6.432748538011696,2,18.181818181818183,2,2,18.181818181818183,21.717171717171716
P28_IMG032_01000_rqa_data.npz,18,6,3.9215686274509802,0,0.0,2,2,33.333333333333336,49.01960784313726
P30_IMG042_00100_rqa_data.npz,15,13,12.380952380952381,4,30.76923076923077,8,8,61.53846153846154,30.76923076923077
P39_IMG033_00101_rqa_data.npz,57,55,3.4461152882205512,27,49.09090909090909,15,7,20.0,18.181818181818183
P38_IMG052_00100_rqa_data.npz,36,245,38.888888888888886,151,61.63265306122449,166,183,71.22448979591837,34.42565597667638
P28_IMG129_01001_rqa_data.npz,29,35,8.620689655172415,9,25.714285714285715,4,8,17.142857142857142,42.55102040816327
P20_IMG022_01000_rqa_data.npz,29,45,11.083743842364532,15,33.333333333333336,6,6,13.333333333333334,37.46031746031746
P22_IMG071_00100_rqa_data.npz,21,4,1.9047619047619047,2,50.0,0,0,0.0,40.0
P21_IMG045_00100_rqa_data.npz,53,87,6.313497822931785,23,26.436781609195403,38,35,41.95402298850575,24.7789566755084
P31_IMG025_01000_rqa_data.npz,22,7,3.0303030303030303,0,0.0,2,0,14.285714285714286,36.054421768707485
P29_IMG055_00100_rqa_data.npz,35,24,4.033613445378151,2,8.333333333333334,4,2,12.5,31.127450980392158
P35_IMG103_00110_rqa_data.npz,22,25,10.822510822510823,6,24.0,6,12,36.0,43.80952380952381
P32_IMG074_00101_rqa_data.npz,30,79,18.160919540229884,41,51.89873417721519,54,40,59.49367088607595,36.2723701440419
P42_IMG149_10001_rqa_data.npz,54,45,3.1446540880503147,18,40.0,12,11,25.555555555555557,9.979035639412999
P15_IMG117_10111_rqa_data.npz,37,67,10.06006006006006,30,44.776119402985074,46,30,56.71641791044776,22.22222222222222
P06_IMG079_00100_rqa_data.npz,39,16,2.1592442645074224,2,12.5,2,0,6.25,21.05263157894737
P16_IMG123_10111_rqa_data.npz,23,31,12.25296442687747,16,51.61290322580645,22,18,64.51612903225806,19.64809384164223
P37_IMG150_10011_rqa_data.npz,60,98,5.536723163841808,27,27.551020408163264,34,24,29.591836734693878,21.584226911103425
P49_IMG070_00100_rqa_data.npz,24,47,17.028985507246375,18,38.297872340425535,34,26,63.829787234042556,40.33302497687327
P41_IMG060_00100_rqa_data.npz,37,59,8.85885885885886,18,30.508474576271187,29,26,46.610169491525426,29.896421845574388
P42_IMG054_00100_rqa_data.npz,28,32,8.465608465608465,6,18.75,10,2,18.75,40.27777777777778
P33_IMG108_10001_rqa_data.npz,34,21,3.7433155080213902,0,0.0,6,0,14.285714285714286,24.81962481962482
P14_IMG081_00100_rqa_data.npz,17,10,7.352941176470588,2,20.0,2,5,35.0,29.375
P16_IMG019_01000_rqa_data.npz,26,28,8.615384615384615,4,14.285714285714286,11,10,37.5,29.714285714285715
P03_IMG062_00100_rqa_data.npz,22,21,9.090909090909092,12,57.142857142857146,6,7,30.952380952380953,36.281179138321995
P14_IMG132_00101_rqa_data.npz,46,56,5.4106280193236715,23,41.07142857142857,17,29,41.07142857142857,32.93650793650794
P45_IMG090_00110_rqa_data.npz,16,15,12.5,9,60.0,11,9,66.66666666666667,25.77777777777778
P18_IMG026_01000_rqa_data.npz,14,8,8.791208791208792,0,0.0,4,0,25.0,26.923076923076923
P29_IMG148_10001_rqa_data.npz,58,54,3.266787658802178,18,33.333333333333336,6,14,18.51851851851852,34.08057179987004
P03_IMG004_10100_rqa_data.npz,18,15,9.803921568627452,4,26.666666666666668,2,0,6.666666666666667,36.86274509803921
P49_IMG015_01001_rqa_data.npz,28,71,18.78306878306878,28,39.436619718309856,35,34,48.59154929577465,39.95826812728221
P40_IMG138_00111_rqa_data.npz,45,80,8.080808080808081,54,67.5,30,37,41.875,31.53409090909091
P04_IMG084_00101_rqa_data.npz,15,18,17.142857142857142,7,38.888888888888886,13,8,58.333333333333336,22.61904761904762
P02_IMG089_00110_rqa_data.npz,32,43,8.669354838709678,18,41.86046511627907,2,4,6.976744186046512,30.982745686421605
P08_IMG046_00100_rqa_data.npz,27,38,10.826210826210826,12,31.57894736842105,23,13,47.36842105263158,33.19838056680162
P36_IMG060_00100_rqa_data.npz,15,4,3.8095238095238093,0,0.0,0,0,0.0,28.571428571428573
P35_IMG054_00100_rqa_data.npz,24,86,31.159420289855074,54,62.7906976744186,58,60,68.6046511627907,34.98483316481294
P44_IMG108_10001_rqa_data.npz,41,52,6.341463414634147,19,36.53846153846154,15,12,25.96153846153846,28.26923076923077
P03_IMG111_10001_rqa_data.npz,9,0,0.0,0,0.0,0,0,0.0,0.0
P48_IMG126_00011_rqa_data.npz,27,17,4.843304843304844,6,35.294117647058826,2,4,17.647058823529413,12.895927601809955
P40_IMG150_10011_rqa_data.npz,53,30,2.1770682148040637,7,23.333333333333332,4,4,13.333333333333334,40.51282051282051
P37_IMG138_00111_rqa_data.npz,34,73,13.01247771836007,41,56.16438356164384,41,36,52.73972602739726,31.672893316728935
P02_IMG152_10011_rqa_data.npz,64,40,1.9841269841269842,6,15.0,9,6,18.75,6.587301587301587
P32_IMG090_00110_rqa_data.npz,14,16,17.582417582417584,4,25.0,9,5,43.75,37.01923076923077
P21_IMG083_00100_rqa_data.npz,49,34,2.891156462585034,7,20.58823529411765,8,10,26.470588235294116,23.651960784313726
P46_IMG025_01000_rqa_data.npz,40,28,3.58974358974359,7,25.0,2,6,14.285714285714286,34.34065934065934
P11_IMG121_10101_rqa_data.npz,18,8,5.228758169934641,0,0.0,4,0,25.0,36.029411764705884
P08_IMG080_00100_rqa_data.npz,21,18,8.571428571428571,6,33.333333333333336,6,6,33.333333333333336,45.833333333333336
P23_IMG141_10011_rqa_data.npz,50,40,3.2653061224489797,20,50.0,6,6,15.0,33.62244897959184
P07_IMG076_00101_rqa_data.npz,39,84,11.336032388663968,42,50.0,54,40,55.95238095238095,30.482456140350877
P12_IMG068_00100_rqa_data.npz,21,15,7.142857142857143,0,0.0,4,4,26.666666666666668,35.333333333333336
P09_IMG116_10111_rqa_data.npz,35,31,5.2100840336134455,15,48.38709677419355,9,2,17.741935483870968,35.7685009487666
P17_IMG016_01001_rqa_data.npz,31,12,2.5806451612903225,4,33.333333333333336,4,0,16.666666666666668,24.166666666666668
P23_IMG127_00011_rqa_data.npz,34,20,3.5650623885918002,5,25.0,6,6,30.0,36.36363636363637
P27_IMG119_10001_rqa_data.npz,22,3,1.2987012987012987,0,0.0,0,0,0.0,15.873015873015873
P17_IMG073_00100_rqa_data.npz,23,38,15.019762845849803,12,31.57894736842105,0,0,0.0,40.19138755980861
P14_IMG047_00100_rqa_data.npz,20,8,4.2105263157894735,2,25.0,5,2,43.75,47.36842105263158
P35_IMG149_10001_rqa_data.npz,34,8,1.4260249554367201,0,0.0,0,0,0.0,37.5
P42_IMG103_00110_rqa_data.npz,22,21,9.090909090909092,6,28.571428571428573,2,5,16.666666666666668,37.188208616780045
P04_IMG027_01000_rqa_data.npz,15,17,16.19047619047619,8,47.05882352941177,8,8,47.05882352941177,34.87394957983193
P16_IMG098_00110_rqa_data.npz,34,50,8.9126559714795,17,34.0,16,16,32.0,31.454545454545453
P45_IMG074_00101_rqa_data.npz,23,12,4.743083003952569,2,16.666666666666668,0,0,0.0,34.46969696969697
P08_IMG133_00101_rqa_data.npz,33,16,3.0303030303030303,6,37.5,2,4,18.75,23.046875
P02_IMG137_00111_rqa_data.npz,25,20,6.666666666666667,2,10.0,6,2,20.0,28.125
P44_IMG013_01001_rqa_data.npz,30,24,5.517241379310345,6,25.0,7,4,22.916666666666668,30.89080459770115
P09_IMG082_00101_rqa_data.npz,23,18,7.1146245059288535,9,50.0,9,7,44.44444444444444,13.636363636363637
P28_IMG106_10011_rqa_data.npz,31,19,4.086021505376344,4,21.05263157894737,0,0,0.0,37.01754385964912
P05_IMG040_00100_rqa_data.npz,27,9,2.5641025641025643,0,0.0,0,0,0.0,39.743589743589745
P48_IMG096_00110_rqa_data.npz,13,14,17.94871794871795,7,50.0,4,4,28.571428571428573,39.88095238095238
P42_IMG059_00100_rqa_data.npz,26,39,12.0,15,38.46153846153846,16,17,42.30769230769231,30.05128205128205
P15_IMG020_01000_rqa_data.npz,42,43,4.994192799070848,10,23.25581395348837,20,23,50.0,32.84174702212138
P16_IMG014_01000_rqa_data.npz,42,26,3.0197444831591174,2,7.6923076923076925,2,6,15.384615384615385,32.270168855534706
P13_IMG135_10111_rqa_data.npz,26,21,6.461538461538462,3,14.285714285714286,3,8,26.19047619047619,25.523809523809526
P06_IMG011_01001_rqa_data.npz,49,79,6.717687074829932,32,40.50632911392405,43,23,41.77215189873418,24.446202531645568
P03_IMG009_10100_rqa_data.npz,17,15,11.029411764705882,2,13.333333333333334,0,4,13.333333333333334,38.333333333333336
P18_IMG130_01001_rqa_data.npz,46,50,4.830917874396135,21,42.0,17,19,36.0,32.8
P47_IMG042_00100_rqa_data.npz,23,31,12.25296442687747,13,41.935483870967744,10,16,41.935483870967744,35.63049853372434
P21_IMG048_00100_rqa_data.npz,37,24,3.6036036036036037,10,41.666666666666664,8,6,29.166666666666668,32.06018518518518
P48_IMG145_00011_rqa_data.npz,46,19,1.8357487922705313,2,10.526315789473685,2,0,5.2631578947368425,9.941520467836257
P31_IMG028_01000_rqa_data.npz,24,26,9.420289855072463,12,46.15384615384615,15,16,59.61538461538461,40.635451505016725
P32_IMG140_00111_rqa_data.npz,60,143,8.07909604519774,70,48.95104895104895,26,51,26.923076923076923,34.929477302358656
P29_IMG058_00100_rqa_data.npz,31,43,9.24731182795699,14,32.55813953488372,18,9,31.3953488372093,30.775193798449614
P23_IMG097_00110_rqa_data.npz,25,28,9.333333333333334,4,14.285714285714286,12,10,39.285714285714285,45.089285714285715
P35_IMG037_00100_rqa_data.npz,23,29,11.462450592885375,18,62.06896551724138,9,6,25.862068965517242,29.780564263322884
P34_IMG128_01001_rqa_data.npz,31,43,9.24731182795699,23,53.48837209302326,14,15,33.72093023255814,18.992248062015506
P24_IMG053_00100_rqa_data.npz,17,31,22.794117647058822,14,45.16129032258065,22,20,67.74193548387096,37.903225806451616
P11_IMG144_00001_rqa_data.npz,45,25,2.525252525252525,16,64.0,2,0,4.0,12.636363636363637
P27_IMG067_00100_rqa_data.npz,10,10,22.22222222222222,5,50.0,3,5,40.0,37.77777777777778
P33_IMG092_00111_rqa_data.npz,18,17,11.11111111111111,10,58.8235294117647,11,12,67.6470588235294,19.377162629757784
P28_IMG100_00111_rqa_data.npz,39,16,2.1592442645074224,0,0.0,2,4,18.75,33.223684210526315
P27_IMG001_10100_rqa_data.npz,17,18,13.235294117647058,10,55.55555555555556,7,11,50.0,37.84722222222222
P06_IMG032_01000_rqa_data.npz,45,63,6.363636363636363,18,28.571428571428573,30,22,41.26984126984127,33.73015873015873
P41_IMG130_01001_rqa_data.npz,53,53,3.8461538461538463,18,33.9622641509434,21,20,38.679245283018865,11.284470246734397
P17_IMG033_00101_rqa_data.npz,39,43,5.802968960863698,12,27.906976744186046,8,10,20.930232558139537,34.700122399020806
P15_IMG066_00100_rqa_data.npz,47,55,5.087881591119334,11,20.0,16,16,29.09090909090909,29.76284584980237
P16_IMG052_00100_rqa_data.npz,28,119,31.48148148148148,68,57.142857142857146,98,84,76.47058823529412,33.86243386243386
P45_IMG034_00100_rqa_data.npz,27,27,7.6923076923076925,4,14.814814814814815,8,13,38.888888888888886,27.92022792022792
P06_IMG129_01001_rqa_data.npz,52,79,5.957767722473605,17,21.518987341772153,26,17,27.21518987341772,28.741623231571108
P07_IMG036_00100_rqa_data.npz,39,36,4.8582995951417,10,27.77777777777778,13,14,37.5,36.111111111111114
P04_IMG088_00111_rqa_data.npz,50,41,3.3469387755102042,16,39.02439024390244,15,8,28.048780487804876,32.30462916874067
P11_IMG096_00110_rqa_data.npz,12,7,10.606060606060606,2,28.571428571428573,2,0,14.285714285714286,45.45454545454545
P03_IMG029_01000_rqa_data.npz,15,3,2.857142857142857,0,0.0,0,0,0.0,59.523809523809526
P02_IMG085_00100_rqa_data.npz,45,112,11.313131313131313,23,20.535714285714285,37,51,39.285714285714285,33.157467532467535
P32_IMG147_10001_rqa_data.npz,34,14,2.4955436720142603,0,0.0,0,4,14.285714285714286,30.735930735930737
P44_IMG030_01000_rqa_data.npz,14,6,6.593406593406593,0,0.0,2,0,16.666666666666668,37.17948717948718
P13_IMG049_00100_rqa_data.npz,25,22,7.333333333333333,8,36.36363636363637,10,6,36.36363636363637,30.303030303030305
P29_IMG124_10111_rqa_data.npz,19,6,3.508771929824561,2,33.333333333333336,0,0,0.0,60.18518518518518
P31_IMG008_10100_rqa_data.npz,19,18,10.526315789473685,3,16.666666666666668,3,12,41.666666666666664,27.77777777777778
P31_IMG113_10101_rqa_data.npz,35,27,4.53781512605042,9,33.333333333333336,8,10,33.333333333333336,14.923747276688454
P38_IMG095_00110_rqa_data.npz,30,28,6.436781609195402,10,35.714285714285715,15,8,41.07142857142857,34.35960591133005
P48_IMG144_00001_rqa_data.npz,52,35,2.6395173453996983,17,48.57142857142857,8,8,22.857142857142858,10.532212885154062
P46_IMG006_10000_rqa_data.npz,15,9,8.571428571428571,0,0.0,0,0,0.0,43.65079365079365
P27_IMG021_01000_rqa_data.npz,18,9,5.882352941176471,0,0.0,0,4,22.22222222222222,30.718954248366014
P32_IMG105_10110_rqa_data.npz,45,59,5.959595959595959,16,27.11864406779661,16,15,26.271186440677965,38.25115562403698
P34_IMG075_00100_rqa_data.npz,22,23,9.956709956709958,4,17.391304347826086,8,0,17.391304347826086,40.165631469979296
P37_IMG041_00100_rqa_data.npz,16,13,10.833333333333334,2,15.384615384615385,4,5,34.61538461538461,46.666666666666664
P11_IMG145_00011_rqa_data.npz,48,30,2.6595744680851063,12,40.0,2,4,10.0,26.595744680851062
P33_IMG102_00111_rqa_data.npz,16,8,6.666666666666667,0,0.0,3,0,18.75,43.333333333333336
P09_IMG114_10001_rqa_data.npz,31,7,1.5053763440860215,2,28.571428571428573,0,0,0.0,25.714285714285715
P30_IMG136_00111_rqa_data.npz,36,6,0.9523809523809523,0,0.0,0,0,0.0,30.952380952380953
P32_IMG039_00100_rqa_data.npz,41,157,19.146341463414632,50,31.84713375796178,93,70,51.910828025477706,36.65605095541401
P36_IMG026_01000_rqa_data.npz,17,11,8.088235294117647,4,36.36363636363637,5,4,40.90909090909091,35.79545454545455
P07_IMG148_10001_rqa_data.npz,58,53,3.206291591046582,16,30.18867924528302,10,14,22.641509433962263,34.856007944389276
P21_IMG131_00111_rqa_data.npz,50,52,4.244897959183674,11,21.153846153846153,15,22,35.57692307692308,25.43171114599686
P26_IMG046_00100_rqa_data.npz,29,35,8.620689655172415,6,17.142857142857142,18,15,47.142857142857146,28.979591836734695
P44_IMG109_10011_rqa_data.npz,28,29,7.671957671957672,7,24.137931034482758,14,6,34.48275862068966,39.20817369093231
P25_IMG072_00100_rqa_data.npz,21,32,15.238095238095237,8,25.0,4,8,18.75,39.6875
