id,fixation 1,fixation 2,fixation 3,fixation 4,fixation 5,fixation 6,fixation 7,fixation 8,fixation 9,fixation 10,fixation 11,fixation 12,fixation 13,fixation 14,fixation 15,fixation 16,fixation 17,fixation 18,fixation 19,fixation 20,fixation 21,fixation 22,fixation 23,fixation 24,fixation 25,fixation 26,fixation 27,fixation 28,fixation 29,fixation 30,fixation 31,fixation 32,fixation 33,fixation 34,fixation 35,fixation 36,fixation 37,fixation 38,fixation 39,fixation 40,fixation 41,fixation 42,fixation 43,fixation 44,fixation 45,fixation 46,fixation 47,fixation 48,fixation 49,fixation 50,fixation 51,fixation 52,fixation 53,fixation 54,fixation 55,fixation 56,fixation 57,fixation 58,fixation 59,fixation 60,fixation 61,fixation 62,fixation 63,fixation 64,fixation 65,fixation 66,fixation 67
11,75.51,97.96,97.96,97.96,97.96,97.96,100.00,91.67,93.62,95.74,88.89,86.36,77.27,81.82,79.07,71.43,78.05,70.00,72.97,72.97,78.79,84.85,93.10,84.62,80.00,72.00,83.33,77.27,78.95,84.21,72.22,88.24,92.86,85.71,92.31,91.67,80.00,90.00,100.00,100.00,100.00,87.50,75.00,75.00,85.71,66.67,100.00,100.00,100.00,100.00,100.00
12,72.92,95.74,97.87,93.62,93.62,93.62,91.49,91.49,95.74,95.74,97.87,100.00,97.87,97.87,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.78,97.78,97.78,97.78,100.00,100.00,97.73,95.24,95.12,97.56,92.68,92.50,89.74,97.44,82.05,81.58,84.21,89.19,93.94,90.62,87.10,71.43,66.67,84.00,80.00,60.00,54.17,65.22,71.43,80.00,76.47,83.33,90.91,63.64,100.00,100.00,100.00,100.00
13,59.18,85.71,87.76,91.67,93.62,95.65,97.83,95.65,97.83,97.83,93.33,93.33,93.33,88.89,77.78,75.56,76.74,76.74,71.43,51.35,64.71,75.76,73.33,64.00,70.83,72.73,85.00,73.68,64.71,66.67,64.29,57.14,64.29,71.43,64.29,57.14,78.57,66.67,91.67,72.73,57.14,57.14,71.43,71.43,71.43,60.00,60.00,60.00,100.00,0.00,0.00
15,12.50,4.17,22.92,33.33,22.92,16.67,10.42,19.15,10.64,10.64,12.77,6.38,6.38,12.77,12.77,13.33,11.11,6.67,6.67,2.33,6.98,10.26,14.29,16.13,6.45,10.71,11.11,8.00,4.35,9.52,14.29,14.29,10.53,0.00,11.11,0.00,9.09,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
16,63.27,89.58,97.92,91.67,93.75,89.58,93.75,93.62,100.00,97.83,97.78,95.56,93.33,88.64,83.72,72.09,79.07,67.50,66.67,76.92,70.27,75.00,84.62,76.92,61.54,76.00,69.57,66.67,66.67,63.16,72.22,76.47,86.67,78.57,78.57,69.23,76.92,63.64,50.00,77.78,55.56,77.78,75.00,66.67,50.00,75.00,75.00,100.00,100.00
17,61.22,91.84,93.88,91.84,93.88,93.88,95.92,97.96,91.84,87.50,87.23,82.98,76.60,71.74,71.74,67.39,65.22,59.52,69.23,61.11,68.57,68.75,67.74,50.00,65.22,77.27,81.82,76.19,75.00,77.78,68.75,62.50,75.00,66.67,66.67,66.67,66.67,75.00,75.00,66.67,54.55,70.00,60.00,60.00,70.00,87.50,62.50,71.43,40.00,60.00,50.00,50.00,33.33,50.00
33,6.38,19.15,59.57,65.96,70.21,85.11,87.23,82.98,85.11,89.36,93.62,95.74,91.49,93.62,91.49,91.49,89.36,93.48,88.89,84.44,82.22,75.56,77.78,71.11,64.44,56.82,54.76,57.50,68.57,72.73,54.84,63.33,55.17,59.26,57.69,61.54,54.17,50.00,56.52,52.17,54.55,40.91,40.00,22.22,31.25,31.25,35.71,53.85,53.85,53.85,45.45,50.00,57.14,66.67,66.67,50.00,66.67,50.00,50.00,100.00,100.00
34,18.37,57.14,83.67,69.39,73.47,61.22,48.98,36.73,42.86,34.69,35.42,29.17,31.25,31.25,25.00,30.43,38.64,36.36,33.33,24.39,33.33,29.73,29.41,38.71,45.16,40.00,48.28,51.85,30.77,36.36,20.00,44.44,38.89,35.29,25.00,23.08,15.38,18.18,33.33,33.33,12.50,12.50,12.50,0.00,0.00,0.00,25.00,33.33,0.00,0.00,0.00,100.00,100.00
74,6.12,20.83,52.08,70.83,70.83,65.96,68.09,61.70,57.45,59.57,46.81,46.81,42.55,30.43,34.78,28.89,25.58,30.00,18.42,15.15,26.67,25.93,18.52,15.38,8.33,17.39,13.64,10.00,5.26,5.56,0.00,0.00,13.33,28.57,22.22,22.22,11.11,12.50,12.50,16.67,16.67,20.00,0.00,0.00,50.00,0.00,0.00,0.00
76,0.00,32.65,65.31,51.02,30.61,16.33,27.08,18.75,12.77,17.02,13.04,8.89,15.56,6.67,10.00,10.53,17.14,21.21,15.38,21.74,4.76,0.00,0.00,15.38,7.69,16.67,33.33,18.18,18.18,10.00,0.00,0.00,0.00,10.00,0.00,11.11,0.00,12.50,0.00,42.86,16.67,20.00,20.00,33.33,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
