pair,p_raw,p_fdr,effect_rbc
meme vs text,0.11428571428571428,0.34285714285714286,-0.8333333333333334
person vs text,0.09420814479638011,0.34285714285714286,-0.5918367346938775
meme vs ort,0.1775025799793602,0.35500515995872045,-0.46875
ort vs text,0.303405572755418,0.455108359133127,-0.41666666666666663
meme vs person,0.46351916673781274,0.46351916673781274,-0.23469387755102045
ort vs person,0.42399898961642446,0.46351916673781274,0.13520408163265296
