label,median
text,0.0471601079778126
meme_person_politik,0.0456018672145177
meme_politik_text,0.0342769797804025
ort_text,0.0279448198784223
politik_text,0.0265420846049354
meme_text,0.02553955523473125
person_politik_text,0.022482021149432298
meme_person_text,0.0204797567230147
ort,0.0172732482187111
person,0.0164229422757662
person_text,0.01326255987257355
meme_person_politik_text,0.0113091889446971
meme,0.0106133001570087
person_politik,0.008531253713976849
meme_person,0.00490330278702435
