trial_id,participant_id,image_id,duration_s,valid_pct,n_fix,mean_fix_dur,first_fix_latency,mean_sacc_amp,pupil_mean_0p5_2s
P01_IMG119_10001,P01,IMG119,11.716666666666628,1.0,36,274.9999999999935,0.0,0.215701761124496,-0.20521319043505315
P01_IMG120_10001,P01,IMG120,7.233333333333256,1.0,25,256.66666666664185,0.0,0.13737774735513322,0.028084052788032398
P01_IMG121_10101,P01,IMG121,6.183333333333255,1.0,22,242.42424242423888,0.0,0.1682785076000227,-0.10425902984954483
P01_IMG122_10111,P01,IMG122,7.316666666666628,1.0,30,194.44444444443798,0.0,0.22622854445821688,0.04712014669900417
P01_IMG123_10111,P01,IMG123,6.183333333333372,1.0,19,264.9122807017687,0.0,0.21793582874175707,-0.7833351722130408
P01_IMG124_10111,P01,IMG124,9.233333333333372,1.0,31,241.3978494623781,0.0,0.2705019390485701,-0.28338220617273435
P01_IMG125_10001,P01,IMG125,8.383333333333372,1.0,32,210.93749999999636,0.0,0.20908981406759555,-0.7513502351530306
P01_IMG126_00011,P01,IMG126,13.483333333333372,1.0,37,319.36936936937775,0.0,0.16543595927107796,-0.6312411800845638
P01_IMG127_00011,P01,IMG127,5.266666666666744,1.0,17,260.7843137255062,0.0,0.22453964443885038,0.2456317105136075
P01_IMG128_01001,P01,IMG128,5.55,1.0,21,224.60317460318385,0.0,0.12291579446087955,-0.22048824436061978
P01_IMG129_01001,P01,IMG129,7.033333333333372,1.0,24,234.72222222222385,0.0,0.2076252948038185,-0.2004794445666637
P01_IMG130_01001,P01,IMG130,6.466666666666744,1.0,26,205.76923076923077,0.0,0.17203395343885994,-0.4946547288161056
P01_IMG131_00111,P01,IMG131,7.4833333333333725,1.0,27,237.03703703704565,0.0,0.19148811181732814,0.01944137405563199
P01_IMG132_00101,P01,IMG132,9.35,1.0,36,202.31481481482237,0.0,0.20962700071653373,-0.13595480447287084
P01_IMG133_00101,P01,IMG133,5.316666666666745,1.0,22,180.30303030302855,66.66666666674428,0.21977766678196942,-0.34986917074624585
P01_IMG134_00111,P01,IMG134,15.05,1.0,40,344.5833333333256,0.0,0.11995838102827894,-0.345355023394574
P01_IMG135_10111,P01,IMG135,5.183333333333255,1.0,19,213.15789473687886,0.0,0.17487370596902704,-0.7886962890625
P01_IMG136_00111,P01,IMG136,7.316666666666512,1.0,25,234.66666666665114,0.0,0.21797483356157846,0.1343448345477766
P01_IMG137_00111,P01,IMG137,5.983333333333256,1.0,21,235.7142857142968,0.0,0.2161573165629588,-0.10034741412152288
