image_id,duration_s,valid_pct,n_fix,mean_fix_dur,first_fix_latency,mean_sacc_amp,pupil_mean_0p5_2s,n_trials
IMG001,9.123129251700911,1.0,24.836734693877553,304.5798583080044,18.02721088444244,0.2967047834342196,-0.0398069161127785,49
IMG002,9.407142857142565,1.0,27.224489795918366,282.1709408995676,23.469387755026016,0.20232408287442938,-0.06853935611097418,49
IMG003,8.818027210883995,1.0,23.959183673469386,309.22583740791896,19.727891156373886,0.2060642258243513,0.08659387551701199,49
IMG004,9.937414965986676,1.0,27.877551020408163,295.03326692154246,24.149659863806196,0.2220972591935303,-0.07089946965562552,49
IMG005,9.872108843537283,1.0,28.979591836734695,275.36762528113036,10.204081632729087,0.2383124577944996,0.18105438945590277,49
IMG006,8.676530612244553,1.0,26.3265306122449,257.89589198470645,16.66666666657797,0.2347475910322026,-0.2659160809881534,49
IMG007,9.092517006802785,1.0,26.040816326530614,290.7819988693274,7.823129251713351,0.25452089650237747,-0.15005397935586265,49
IMG008,9.152430555555156,1.0,21.5625,357.5266189706252,20.83333333329938,0.26916043773027903,0.23903058027576593,48
IMG009,9.688775510204177,1.0,29.877551020408163,270.5182810235223,18.02721088421436,0.23353931432895694,0.1217008702569269,49
IMG010,10.67176870748296,1.0,30.816326530612244,297.0618085977831,11.904761904603516,0.1587639997406286,-0.040140364758954286,49
IMG011,8.670748299320564,1.0,28.836734693877553,233.04564707723756,5.442176870697615,0.20719442894927745,-0.44874068797555483,49
IMG012,12.76054421768682,1.0,50.38775510204081,198.05325135887216,19.04761904764449,0.19828338865657735,-0.3018300158425661,49
IMG013,8.726530612245003,1.0,31.26530612244898,214.6058897046477,21.42857142847313,0.17708235208200696,-0.44976539731788784,49
IMG014,8.992176870747995,1.0,28.102040816326532,258.4584037787747,25.510204081917752,0.21357970863513484,-0.130027248080959,49
IMG015,10.567346938775465,1.0,30.306122448979593,298.7002859526237,25.510204081404574,0.1388013055027561,-0.14635376046880977,49
IMG016,8.753401360544556,1.0,31.6734693877551,210.20342662420614,13.60544217701013,0.17655510551395073,0.09821837991416742,49
IMG017,8.593877551020075,1.0,31.46938775510204,202.59051205659978,23.469387755368132,0.22076576291736966,0.06254635148232873,49
IMG018,9.066319444444435,1.0,25.6875,290.6630550027594,11.805555555581426,0.20490727918988183,-0.5810796297826374,48
IMG019,8.966326530612141,0.9795918367346939,24.632653061224488,307.88171117509404,12.847222222054066,0.22580241489452849,-0.2613945585223419,49
IMG020,9.427551020408474,1.0,27.3265306122449,285.26545789005377,7.823129251694345,0.19703002271780684,-0.198057491776395,49
IMG021,9.571428571428605,1.0,29.857142857142858,257.60020674681334,10.884353741547283,0.19838905679763294,-0.3311821758303108,49
IMG022,9.226190476190474,1.0,26.020408163265305,298.31787997443155,17.0068027210821,0.20477109741885416,-0.3459543654074836,49
IMG023,8.356462585033656,1.0,21.755102040816325,359.3609002532638,6.462585033939163,0.20136323848767596,-0.3552374731830774,49
IMG024,9.641496598639542,1.0,27.775510204081634,285.9606516040589,2.721088435424834,0.1855005806718388,-0.17788612592276015,49
IMG025,10.4367346938777,1.0,28.918367346938776,304.7304522075061,9.86394557820595,0.21710309202858424,-0.11173934904965187,49
IMG026,9.896598639455947,1.0,28.836734693877553,277.48422810504667,8.16326530638854,0.1921944889502885,-0.3448427581969042,49
IMG027,8.302721088435026,1.0,21.346938775510203,333.598997029448,7.1428571426290635,0.22134721145273734,-0.15521023606802808,49
IMG028,9.532653061225133,1.0,26.612244897959183,318.93649504065866,22.789115646310574,0.20613179569265402,-0.32034705621125575,49
IMG029,8.72244897959283,1.0,24.897959183673468,289.3510488802148,7.823129251751364,0.21064740977834165,-0.07205802061028538,49
IMG030,8.720408163265482,1.0,23.285714285714285,314.81005473299615,7.4829931973422665,0.21680570726363535,-0.08787477587613245,49
IMG031,9.307482993197599,1.0,26.387755102040817,321.8079449041006,8.843537414864619,0.18076452316578992,-0.12552259834537013,49
