stem,lap_var_norm,mask,label
IMG033_00101,0.0367457310709476,00101,person_text
IMG034_00100,0.0173036212475106,00100,person
IMG035_00100,0.0448447820488182,00100,person
IMG036_00100,0.0144719492165538,00100,person
IMG037_00100,0.0468206332994561,00100,person
IMG038_00100,0.0055552494156312,00100,person
IMG039_00100,0.0195601680956908,00100,person
IMG040_00100,0.0128372919405909,00100,person
IMG041_00100,0.0125327884556519,00100,person
IMG042_00100,0.0107598089254091,00100,person
IMG043_00100,0.0360315991622171,00100,person
IMG044_00100,0.0126740859462569,00100,person
IMG045_00100,0.0410261382559192,00100,person
IMG046_00100,0.0022183316257112,00100,person
IMG047_00100,0.0235811900765702,00100,person
IMG048_00100,0.0134113087876492,00100,person
IMG049_00100,0.0407609080756685,00100,person
IMG050_00100,0.0635076783305077,00100,person
IMG051_00100,0.0020348926882415,00100,person
IMG052_00100,0.0025436949062469,00100,person
IMG053_00100,0.0047790303054802,00100,person
IMG054_00100,0.0407937070818296,00100,person
IMG055_00100,0.0185725452988669,00100,person
IMG056_00100,0.0341827092085375,00100,person
IMG057_00100,0.0117788053584843,00100,person
IMG058_00100,0.0226295519657431,00100,person
IMG059_00100,0.0159516413099599,00100,person
IMG060_00100,0.0172893367728502,00100,person
IMG061_00100,0.0285993874605104,00100,person
IMG062_00100,0.0090482539148802,00100,person
IMG063_00100,0.0095063040399903,00100,person
IMG064_00100,0.0091700984612931,00100,person
IMG065_00100,0.0124917019129467,00100,person
IMG066_00100,0.0501528566336532,00100,person
IMG067_00100,0.0068941350052736,00100,person
IMG068_00100,0.0510701037718849,00100,person
IMG069_00100,0.0164229422757662,00100,person
IMG070_00100,0.0232144814181574,00100,person
IMG071_00100,0.0196869302467163,00100,person
IMG072_00100,0.0047781435878141,00100,person
IMG073_00100,0.0230966540894348,00100,person
IMG074_00101,0.0103561266029167,00101,person_text
IMG075_00100,0.020825258926842,00100,person
IMG076_00101,0.0293610015231374,00101,person_text
IMG077_00100,0.0087055379072433,00100,person
IMG078_00100,0.0226471434805993,00100,person
IMG079_00100,0.01858116654201,00100,person
IMG080_00100,0.0060948968872396,00100,person
IMG081_00100,0.003947727293002,00100,person
IMG082_00101,0.001285862141338,00101,person_text
IMG083_00100,0.0564387669273702,00100,person
IMG084_00101,0.0082975766175114,00101,person_text
IMG085_00100,0.00317024678701,00100,person
IMG086_00100,0.0017626294327086,00100,person
IMG087_00101,0.0053529562948039,00101,person_text
IMG088_00111,0.0363753756543636,00111,person_politik_text
IMG089_00110,0.0027078095387045,00110,person_politik
IMG090_00110,0.0042954959484358,00110,person_politik
IMG091_00110,0.0078293086177169,00110,person_politik
IMG092_00111,0.0551856300404395,00111,person_politik_text
IMG093_00110,0.0072869340673097,00110,person_politik
IMG094_00110,0.0146277817073601,00110,person_politik
IMG095_00110,0.0235243952607729,00110,person_politik
IMG096_00110,0.0092331988102368,00110,person_politik
IMG097_00110,0.0162655759441935,00110,person_politik
IMG098_00110,0.0104507904860197,00110,person_politik
IMG099_00111,0.0034800801027961,00111,person_politik_text
IMG100_00111,0.0317496507713177,00111,person_politik_text
IMG101_00110,0.0309187547821938,00110,person_politik
IMG102_00111,0.0012619757328008,00111,person_politik_text
IMG103_00110,0.0023151487986499,00110,person_politik
IMG104_00110,0.0057583295764513,00110,person_politik
IMG131_00111,0.0426313429020612,00111,person_politik_text
IMG132_00101,0.0161689931422304,00101,person_text
IMG133_00101,0.0199878549474489,00101,person_text
IMG134_00111,0.0106121076762328,00111,person_politik_text
IMG136_00111,0.0278829352741233,00111,person_politik_text
IMG137_00111,0.0219040695970045,00111,person_politik_text
IMG138_00111,0.0149539543421575,00111,person_politik_text
IMG139_00111,0.0230599727018601,00111,person_politik_text
IMG140_00111,0.0052783067735878,00111,person_politik_text
